ServiceApprovalNumber,Provider Approval Number,Type of Care,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00001806,PR-00001129,Long Day Care,Goodstart Early Learning Gympie,Goodstart Early Learning Ltd,101-103 Duke Street   ,GYMPIE,QLD,4570,5481 1990,,gym@childcare.com.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,70,12/1/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/gympie/overview,"""ages 6 weeks to 3.5 years""","""6 weeks - 24 months: $84.50, 25 months - 35 months: $79.90, 36 months - 3.5 years: $78.30""",6.15am - 6.15pm,T,T,,,T,,,,,,,,,,,,,,,,
SE-00000648,PR-00001129,Long Day Care,Goodstart Early Learning Jones Hill,Goodstart Early Learning Ltd,38 Heilbronn Road  Jones Hill,GYMPIE,QLD,4570,5482 2999,5483 8491,hcj@childcare.com.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,12/1/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/jones-hill/overview,"""ages 6 weeks to 6 years""","""6 weeks - 24 months: $78.40, 25 months - 6 years: $74.80""",6.30am - 6.30pm,T,T,,,T,,,,,,,,,,,,,,,,
SE-00000712,PR-00000328,Long Day Care,Goomboorian Playalong Activity Centre,Ronelle Catherine Meredith,9 Wilsons Pocket Road  ,GOOMBOORIAN,QLD,4570,07 5486 5488,54865488,playalongcentre1@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,35,6/3/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,,"""ages 6 weeks to 5 years""","""6 weeks - 5 years: $69.00""",6.15am - 6.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00001365,PR-00000254,Short Day Care,Gunalda and District Kindergarten,Gunalda & District Kindergarten Association Inc,Bull Street  ,GUNALDA,QLD,4570,07 5484 6200,07 5484 6200,gunalda_kindy@hotmail.com,,20,3/25/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.ourtiaro.com/gunaldadistkinder.htm,"""ages 36 months to 5 years""",,9.15am - 2.45pm,,,,,,,,,,,,,,,,,,,,,
SE-00000159,PR-00000164,Long Day Care,Kids Bizz Childcare Centre,Kids Bizz Pty Ltd,4 Tucker Street  ,GYMPIE,QLD,4570,07 5482 6222,5483 9170,kidsbizz@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,9/4/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 6 weeks to 5 years""","""6 weeks - 5 years: $67.00""",6.30am - 6.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00001584,PR-00000164,Out of Hours Care,Kids Bizz One Mile State School After School Care Program,Kids Bizz Pty Ltd,One Mile State School  Cnr John and McLeod Streets,GYMPIE,QLD,4570,0412 502 552,54839170,kidsbizz@bigpond.com,,60,2/23/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000351,PR-00000966,Long Day Care,Kids Gympie,ELS WA Pty Ltd,9 Tozer Park Road  ,GYMPIE,QLD,4570,07 5482 7738,5482 3799,gympie@kcchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,50,10/8/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,,,6.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001908,PR-00000846,Long Day Care,Kids On Calton Early Learning Centre,Kids On Calton Pty Ltd,28 Bligh St  ,GYMPIE,QLD,4570,5483 6833,,admin@kidsoncalton.com.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,24,3/14/13,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,https://www.facebook.com/pages/Kids-On-Calton-Early-Learning-Centre/181426941898187,"""ages 36 months to 5 years""","""36 months - 5 years: $65.00""",7.30am - 5.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001755,PR-00000830,"""Long Day Care, Outside Hours Care""",Kitiwah Place Early Learning Centre,Dreemskerry Pty Ltd,7 Power Rd  ,GYMPIE,QLD,4570,5483 9454,54839454,kitiwah@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,149,1/10/13,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.kitiwahplace.com.au/,"""ages 6 weeks to 12 years""","""6 weeks - 5 years: $63.00""",6.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001734,PR-00000797,Long Day Care,"Mary Valley Childcare ""Smarty Pants""",Smarty Pants Childcare Pty Ltd,35 William Street   ,IMBIL,QLD,4570,5484 5560,,maryvalleychildcare@hotmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children  from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,55,7/20/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 6 weeks to 6 years""","""6 weeks - 6 years: $57.50""",7.00am - 6.00pm,T,,,,,,,,,,,,,,,,,,,,
SE-00011363,PR-40000068,Short Day Care,Mykindy At Victory,Victory College,173 Old Maryborough Road    ,GYMPIE,QLD,4570,54828206,54824317,principal@victorycollege.com, The service is approved to provide a rest period from 12:30pm to 2:00pm on Monday Tuesday and Wednesday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,24,12/10/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.victorycollege.com.au/index.php?p=MyKindy,"""ages 3.5 years - 5 years""",,8.45am - 3.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00000646,PR-00007781,,South Side Kids-R-Us Developmental Learning Centre (No.2),Play Station (QLD) Pty Ltd,17 Decker Place  ,GYMPIE,QLD,4570,07 5483 6100,5483 6197,kidsrusgympie@yahoo.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017.  The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,1/29/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000158,PR-00000693,Long Day Care,Uniting Church  Child Care Centre Gympie,The Uniting Church in Australia Property Trust (Q.),17 Cartwright Road  ,GYMPIE,QLD,4570,07 5482 2186,5482 2537,admin@ucchildcare.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday . This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,62,4/10/14,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,,,,6.30am - 6.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00000260,PR-00008029,Long Day Care,C&K Coolum Childcare Centre,The Creche and Kindergarten Association Limited,30 Perry Street  ,COOLUM BEACH,QLD,4573,07 5446 3499,5471 7108,coolum@candk.asn.au, This service is approved to provide education and care to children from birth up to and including school children.  This service is approved to provide a rest period from 12.00pm to 2.00pm on - Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310(1)).,53,6/8/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/coolum,"""ages 6 weeks to 5 years""","""6 weeks - 6 years: $83.20""",7.15am - 6.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00014042,PR-00008029,Short Day Care,C&K Peregian Springs Community Kindergarten,The Creche and Kindergarten Association Limited,193 The Avenue    ,PEREGIAN SPRINGS,QLD,4573,54713175,54713168,peregiansprings@candk.asn.au, This service is approved to provide education and care to children from 36 months up to and  including over preschool age not including school children.,24,7/21/16,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.candk.asn.au/peregian,"""ages 36 months to 5 years""","""36 months - 5 years: $29.12""",8.45am - 2.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001330,PR-00000325,Short Day Care,Coolum Beach Community Kindy,Coolum Beach Community Preschool & Kindergarten Assoc Inc,Lot 7-9 Jones Parade  ,COOLUM BEACH,QLD,4573,07 5446 1944,07 54 461944,coolumkindergarten@bigpond.com, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,25,8/4/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,,,,,,,,,,,,,,,,,,,,,,,,
SE-00000913,PR-00000668,Outside of Hours Care,Coolum Outside School Hours Care and Vacation Care,Coolum State School P&C Association,Coolum State School  School Road,COOLUM,QLD,4573,07 5446 2026,,co08272@bigpond.net.au, The maximum number of children able to be provided with education and care after school is 120 The maximum number of children able to be provided with education and care before school is 40  The maximum number of children able to be provided with education and care during school holidays is 120 This service is approved to provide education and care to children from over preschool age including school age children.,90,5/1/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://coolumafterschoolcare.com.au/,"""ages 5 years to 12 years""",,"""BSC: 6.00am - 8.30am, ASC: 2.40pm - 6.00pm, VC: 6.00am - 6.00pm""",T,,,,,,,,,,,,,,,,,,,,
SE-00000659,PR-00000946,Long Day Care,Coolum-Peregian Beach Childcare,Suncoast Childcare Pty Ltd ,45 Springfield Ave  ,COOLUM BEACH,QLD,4573,07 5471 6500,07 54716789,coolum@suncoastchildcare.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 2:30pm to 4:00pm when it is 85 children  This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 11.30am to 1.30pm on Monday to Friday . This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,9/24/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 12 months to 4 years""","""12 months - 24 months: $71.50, 25 months - 4 years: $68.00""",6.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-40000330,PR-00001030,Outside of Hours Care,Helping Hands Peregian Beach,Helping Hands Network Pty Ltd,Peregian Beach College  41 Old Emu Mountain Road,PEREGIAN BEACH,QLD,4573,458013302,,peregianbeach@helpinghandsnetwork.com.au, This service is approved to provide education and care to children from over preschool age including school  children.,45,1/8/17,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.helpinghandsnetwork.com.au/Home.htm,"""ages 5 years to 12 months""",,,,,,,,,,,,,,,,,,,,,,,
SE-00002003,PR-00000909,Long Day Care,http://kidsplus.com.au/,Kids Plus Pty Ltd ,35-37 School Road  ,COOLUM,QLD,4573,5471 6477,54 716 877,coolum@kidsplus.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,90,3/3/14,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,http://kidsplus.com.au/,"""ages 6 weeks to 4 years""","""6 weeks - 24 months: $74.75, 25 months - 4 years: $69.75""",6.30am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001793,PR-00000301,Short Day Care,Little Saints Early Learning Centre,The Corporation of the Synod of the Diocese of Brisbane,10 Peregian Springs Drive    ,PEREGIAN SPRINGS,QLD,4573,5471 3133,54713 795,littlesaints@saac.qld.edu.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved under Regulation 107(4) to include the area of the verandah as indoor space for the purposes of Regulation 107(2).  This area ias therefore excluded from the calculation of outdoor space. This service is approved to provide education and care to children from birth up to and including over preschool age not including school children.,84,8/30/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.saac.qld.edu.au/index.php?option=com_content&view=article&id=20&Itemid=16,"""ages 3.5 years to 5 years""","""6 weeks - 24 months: $75.00, 25 months - 5 years: $74.00""",8.00am - 4.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00000327,PR-00000516,Long Day Care,Mount Coolum Day Care Centre,Mount Coolum Day Care Centre Pty Ltd,30 Suncoast Beach Drive  ,MOUNT COOLUM,QLD,4573,07 5446 4000,54 464005,mountcoolumdaycare@bigpond.com , This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,86,9/3/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.mountcoolumdaycare.com.au/,,,6.30am - 6.00pm,,,,,,,,,T,,,,,,,,,,,,
SE-00001979,PR-00000914,Long Day Care,Peregian Beach College Early Learning Centre,Peregian Beach Community College Ltd,41 Old Emu Mountain Road  ,PEREGIAN BEACH,QLD,4573,07 54 481722,,admin@pbc.qld.edu.au, An approved alternative solution relating to Performance Criteria P4 P6 &amp; P7 within SP5.4 – Child Care Centres of the Queensland Development Code (with a publication date of 23 November 2005) applies to this service.   This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,24,3/2/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.pbc.qld.edu.au/index.php?option=com_content&view=article&id=24&Itemid=95,"""ages 3.5 years to 5 years""",,8.00am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00001444,PR-00000352,Short Day Care,Peregian Beach Community Kindergarten,Peregian Beach Kindergarten and Pre School Association Inc,Rufous Street  ,PEREGIAN BEACH,QLD,4573,07 5448 1702,,office@peregiankindy.com, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,25,6/4/14,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://peregiankindy.com/,,,,,,,,,,,,,,,,,,,,,,,,
SE-00001792,PR-00000301,Out of Hours Care*,St. Andrew's Anglican College Outside School Hours Care,The Corporation of the Synod of the Diocese of Brisbane,40 Peregian Springs Drive   ,PEREGIAN SPRINGS,QLD,4573,54 71 55 40,54 715500,mpearce@saac.qld.edu.au, This service may provide education and care after school and during school holidays only. This service is approved to provide education and care to children from over preschool age including school age children.,60,8/19/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.saac.qld.edu.au/index.php?option=com_content&view=article&id=19&Itemid=17,"""ages 5 years to 12 years""","""ASC: $18.00, VC: $42.00""","""ASC: 3.00pm - 6.00pm, VC: 8.00am - 6.00pm""",T,,,,,,,,,,,,,,,,,,,,
SE-40000363,PR-00000798,Out of Hours Care,Kenilworth OSHC,Simrick OSHC Pty Ltd,3717 Maleny-Kenilworth Rd  ,KENILWORTH,QLD,4574,54400555,,admin@kenilworthscc.eq.edu.au,,24,5/16/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,,"""ages 5 years to 12 years""",,6.30am - 8.30am,,,,,,,,,,,,,,,,,,,,,
SE-00014031,PR-00008029,Short Day Care,C&K Lake View Community Kindergarten ,The Creche and Kindergarten Association Limited,119 Sportmans Parade    ,BOKARINA,QLD,4575,54939348,54939683,melissa.c@candk.asn.au, This service is approved to provide education and care to children from 36 months up to and  including over preschool age not including school children.,24,7/21/16,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,http://www.candk.asn.au/lakeview,"""ages 36 months - 5 years""","""36 months - 5 years: $29.12""",8.30am - 2.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00001059,PR-00002539,Ou of Hours Care*,Camp Australia - Buddina,Camp Australia Pty Limited,Buddina State School  Cnr Illuka Ave & Tumut St,BUDDINA,QLD,4575,0423 561 842,,qldbuddina@oshccampaustralia.com.au, This service is approved to provide education and care to 57 children before school; 85 children after school and during school holidays This service is approved to provide education and care to children from over preschool age including school age children.,85,7/27/15,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.campaustralia.com.au/Service/QLDBuddina/C964,"""ages 5 years to 12 years""","""BSC: $13.97, ASC: $22.06, VC: $45.00""","""BSC: 6.30am - 8.30am, ASC: 3.00pm - 6.00pm, VC: 7.00am - 6.00pm""",,,,,,,,,,,,,,,,,,,,,
SE-00000547,PR-00001129,Long Day Care,Goodstart Early Learning Buddina,Goodstart Early Learning Ltd,115 Point Cartwright Drive  ,BUDDINA,QLD,4575,07 5444 8866,,kdk@goodstart.org.au, This service is approved to provide education and care to children from children from 15 months up to and including school children. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,12/1/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/buddina/overview,"""ages 15 months to 6 years""","""13 months - 24 months: $82.70, 25 months - 35 months: $77.70, 36 months - 6 years; $75.00""",6.30am - 6.30pm,T,T,,,T,,,,,,,,,,,,,,,,
SE-00002413,PR-00001239,Long Day Care,Green Beginnings Child Centre and Kindy,Green Beginnings Pty Ltd  ,118 Sportsmans Parade    ,BOKARINA,QLD,4575,5437 8401, ,narelle@greenbeginnings.com.au; andrew@greenbeginnings.com.au, This service is approved to provide education and care to children from children from 15 months up to and including over preschool age not including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,11/15/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.greenbeginnings.com.au/index.html,"""ages 25 months to 5 years""","""25 months - 5 yers: $84.00""",7.15am - 5.45pm,,,,,,,,,,,,,,,,,,,,,
SE-00002193,PR-00001030,Out of Hours Care*,Helping Hands Kawana Waters ,Helping Hands Network Pty Ltd,119 Sportsman's Parade  ,BOKARINA,QLD,4575,429810002,5438 9549,kawana@helpinghandsnetwork.com.au, The maximum number of children able to be provided with education and care after school is 60  The maximum number of children able to be provided with education and care before school is 30  The maximum number of children able to be provided with education and care during school holidays is 60  This service is approved to provide education and care to children from over preschool age including school  children.,60,3/19/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.helpinghandsnetwork.com.au/Home.htm,"""ages 5 years to 12 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-00001545,PR-00000324,Short Day Care,Kawana Community Kindergarten and Preschool,Kawana Community Kindergarten and Pre School Ass Inc,141 Sportsman Parade  ,BOKARINA,QLD,4575,07 5493 3566,5493 3779,kawanakindy@bigpond.com.au, This service is approved to provide education and care to children from 36 months up to and including over preschool age not including school children.,25,1/31/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.candk.asn.au/kawana,"""ages 3.5 years to 4.5 years""","""3.5 years - 4.5 years: $26.80""",8.30am - 2.30pm,,,,,,,,,,,,,,,,,,,,,
SE-00000444,PR-00000135,Long Day Care,Kindamindi Development & Learning Centre,Lotanius Pty Ltd,4 Technology Drive  ,WARANA,QLD,4575,5493 7477,,kindamindichildcare@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including school children.,74,7/3/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.kindamindichildcare.com.au/,"""ages 6 weeks to 6 years""",,6.15am - 6.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00000126,PR-00000955,Long Day Care,Minyama Early Learning Centre,Bishen Pty Ltd,2 Jarrah Street  ,MINYAMA,QLD,4575,07 5444 4800,5452 5025,minyamaelc@westnet.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 11.30am to 1.30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)). This service is approved to provide education and care to children from birth up to and including over preschool age not including school children.,63,1/6/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.minyamaelc.com.au/,"""ages 6 weeks to 5 years""","""6 weeks - 24 months: $66.00, 25 months - 5 years; $63.00""",7.00am - 6.30pm,,,,,,,,,,,,,,,,,,,,,
