SE-00001717,PR-00000849,Little Zebra Childcare Centre - Condon,Akb Enterprises Pty Ltd ATF the A&K Barker Trust,114 Gouldian Ave  ,CONDON,QLD,4815,07 4773 1633,,info@littlezebra.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,85,22/02/15,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001578,PR-00000659,PCYC Upper Ross School Age Care,Queensland Police-Citizens Youth Welfare Association ,43 Allambie Lane   ,RASMUSSEN,QLD,4815,47891475,07 47892146,sheri.telford@pcyc.org.au,,135,31/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002406,PR-00000881,St Mary MacKillop Early Learning Centre - Rasmussen,The Roman Catholic Trust Corporation for the Diocese of Townsville,65 Allambie Lane   ,RASMUSSEN,QLD,4815,4789 2053,4774 0853,rasmussen@earlylearning.tsv.catholic.edu.au,,75,13/09/15,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS
SE-00000550,PR-00007780,The Wishing Tree Rasmussen,Team Patrick Pty Ltd ATF Team Patrick Trust ,17 Allambie Lane   ,RASMUSSEN,QLD,4815,07 4789 0600,4789 0500,thewishingtree@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,10/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000267,PR-00000092,Vickers Road Community Childcare Centre,Upper Ross Child Care Centre Inc,20 Vickers Road  ,CONDON,QLD,4815,07 4723 2606,4773 4066,admin@vickersrd.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,58,29/10/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001992,PR-40001112,Village Kids Children's Centre Kelso Pty Ltd,Affinity Education Group Limited,57 Yvette Street  ,KELSO,QLD,4815,4789 6000,4789 6099,kelso@villagekids.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,9/01/14,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00014028,PR-00008029,C&K Kirwan Community Kindergarten,The Creche and Kindergarten Association Limited,21 Burnda Street  ,KIRWAN,QLD,4817,07 4723 4853,07 4723 4854,kirwan@candk.asn.au,,24,21/07/16,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00001477,PR-00008029,C&K Stepping Stones Community Kindergarten,The Creche and Kindergarten Association Limited,589 Ross River Road  ,KIRWAN,QLD,4817,07 4773 2633,07 4773 2854,steppingstones@candk.asn.au,,22,10/06/14,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS
SE-00014052,PR-00008029,C&K Weir Community Kindergarten,The Creche and Kindergarten Association Limited,592 River Ross Road   ,THURINGOWA,QLD,4817,07 4723 4120,07 4723 4160,weir@candk.asn.au,,48,21/07/16,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS
SE-00000458,PR-00004831,Coral Sea Child Care Centre,Mission Australia Early Learning Services Limited,71 Bamford Lane  ,KIRWAN,QLD,4817,07 4723 2750,,els_coralsea@missionaustralia.com.au,,54,28/04/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS
SE-00000234,PR-00001129,Goodstart Early Learning Kirwan - Burnda Street,Goodstart Early Learning Ltd,14-20 Burnda Street  ,KIRWAN,QLD,4817,07 4773 5773,,tow@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,131,30/11/15,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000753,PR-00001129,Goodstart Early Learning Kirwan - Golf Links Drive,Goodstart Early Learning Ltd,104 Golf Links Drive  Willow Gardens,KIRWAN,QLD,4817,07 4773 1688,,wil@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,72,30/11/15,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000286,PR-00001129,Goodstart Early Learning Townsville,Goodstart Early Learning Ltd,36-40 Kern Bros Drive  ,KIRWAN,QLD,4817,07 4723 2066,,kws@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,30/11/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000995,PR-00000795,Kirwan State School Outside School Hours Care,Kirwan State Primary School P & C Association,21 Burnda Street  ,KIRWAN,QLD,4817, 07 4799 1853,,koshc2@bigpond.com,,60,9/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000235,PR-00000693,Kirwan Uniting Church Child Care Centre,The Uniting Church in Australia Property Trust (Q.),21 Hinchinbrook Drive  ,KIRWAN,QLD,4817,07 4773 6499,4773 6499,kucccc@optusnet.com.au,,44,9/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000834,PR-00000101,Lady Gowrie Townsville Family Day Care,The Gowrie (Qld) Inc.,425 Charles Street  ,KIRWAN,QLD,4817,07 4773 6400,4773 2195,Townsville.FDC@ladygowrie.com.au,,0,26/11/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000151,PR-00000881,Ryan Catholic College Kindergarten,The Roman Catholic Trust Corporation for the Diocese of Townsville,44 Golf Links Dr  ,KIRWAN,QLD,4817,074723 1238,747736465,kindergarten@tsv.catholic.edu.au,,56,25/04/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001014,PR-00000881,Ryan Catholic College OSHC,The Roman Catholic Trust Corporation for the Diocese of Townsville,Ryan Catholic Community School  44 Golf Links Drive,KIRWAN,QLD,4817,47732355,47736465,oshc@ryan.catholic.edu.au,,148,11/02/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001761,PR-00000881,St. Mary MacKillop Early Learning Centre - Kirwan,The Roman Catholic Trust Corporation for the Diocese of Townsville,28 Morindo Drive  ,KIRWAN,QLD,4817,47237122,47238456,kirwan@earlylearning.tsv.catholic.edu.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,80,2/08/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001208,PR-00000583,The Willows State School Outside School Hours Care,The Willows Primary P&C Association,Cnr Bilberry St And  Sandstone Drive,KIRWAN,QLD,4817,4723 7748,07 4723 7748,willowscare@bigpond.com,,70,23/12/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001928,PR-00005886,Thuringowa Central World Of Learning,World of Learning Acquisitions Pty Ltd,Sunland Plaza Shopping Centre  Highrange Drive Entrance,THURINGOWA CENTRAL,QLD,4817,4773 5114,4773 2119,thuringowacentral@worldoflearning.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. An approved alternative solution relating to Performance Criteria P4 Outdoor play facilities within SP5.4 Child Care Centres of the Queensland Development Code (with a publication date of 23 November 2005) applies to this service.             It is a condition of the service approval that: natural vegetation be distributed throughout the ‘enclosed’ outdoor area as well as the ‘open-air’ outdoor area and be the equivalent of 4% of the minimum required outdoor play area under the Queensland Development Code. It would be acceptable that this vegetation take the form of planter boxes as suggested by the applicant; and opportunities for sand play water play and interaction with other natural materials must be included in the daily program; and the babies must have time each day included in their program to access the outdoor area to experience the natural environment. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,9/06/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000236,PR-00000854,Thuringowa World Of Learning,Ramsay Bourne Acquisitions (No. 2) Pty Limited,412 Charles Street  ,KIRWAN,QLD,4817,4723 7836,,thuringowa@communitykids.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,78,1/07/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS
SE-00001679,PR-00000694,Unique Unicorns Early Childhood Development Centre,Jayita Pty Ltd,16 Blackhawk Boulevard  ,THURINGOWA CENTRAL,QLD,4817,07 47735511,07 47735255,uniqueunicorns@ozemail.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,6/01/14,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000859,PR-00000396,Weir Outside School Hours Care,Weir State School P & C Association,Weir State School  592 Ross River Road,KIRWAN,QLD,4817,07 4773 6033,47736033,wieroshc@bigpond.com,,65,2/12/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002204,PR-00001060,All Hours Family Day Care Scheme,Sharon Gai Smith,22 Cali Court  ,MOUNT LOW,QLD,4818,07 4788 9230,07 4788 9230,allhoursfdc1@bigpond.com,,0,2/06/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001070,PR-00000667,Bohlevale Parents & Citizens Outside School Hours Care,Bohlevale State School Parents & Citizens Association,Bohlevale State School  Bohlevale School Road,BOHLE,QLD,4818,07 4774 7446,07 4774 7446,boshc@bigpond.com,,72,31/08/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00014008,PR-00008029,C&K Bluewater Community Kindergarten,The Creche and Kindergarten Association Limited,1 Buckby Street   ,BLUEWATER,QLD,4818,747513230,747513240,bluewater@candk.asn.au,,24,21/07/16,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS
SE-00000237,PR-00001045,Deeragun Early Learning Centre,Haber Child Care Pty Ltd,16 Palm Drive  ,DEERAGUN,QLD,4818,4751 5388,,fiona@haberchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,21,10/03/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002130,PR-00008009,Early Learning Centre Bushland Beach,Bushland Beach Investments Pty Ltd ATF Bushland Beach Unit Trust,1 Marina Drive  ,BUSHLAND BEACH,QLD,4818,4751 8200,,elcbushlandbeach@kidsincare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,150,31/05/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS
SE-00000470,PR-00001072,Jensen Early Learning Centre,Jennings Child Care Pty Ltd,79 Veales Road  ,JENSEN,QLD,4818,4751 5022,,info@jensenearlylearning.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,10/03/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000456,PR-00000772,Premier Early Learning Centre Woodlands,Peppercorn Holdings No. 7 Pty Ltd,42 Geaney Lane  ,DEERAGUN,QLD,4818,07 4751 5147,,woodlands@premierelc.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,65,22/04/15,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Working Towards NQS
SE-00001882,PR-00000829,Puddleducks Play To Learn,Michelle O'Connor,2 Bohlevale School Road  ,BOHLE,QLD,4818,47744933,,puddleducksplaytolearn@hotmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,60,6/01/14,Meeting NQS,Working Towards NQS,Meeting NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS
SE-00002023,PR-00000917,Rupertswood Early Learning Centre,Samuel Joseph Haber,3 Ridge Drive  ,RUPERTSWOOD ESTATE,QLD,4818,47888233,,info@rupertswoodearlylearning.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,22/05/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001168,PR-00000881,St Anthony's Catholic College Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Townsville,Veales Road  ,DEERAGUN,QLD,4818,07 4751 5873,07 4751 7299,sfoley@sacc.catholic.edu.au,,105,25/01/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000149,PR-00000881,St Anthony's Kindergarten,The Roman Catholic Trust Corporation for the Diocese of Townsville,Veales Rd  ,DEERAGUN,QLD,4818,747519568,747519549,kindergarten@tsv.catholic.edu.au; sak@earlylearning.tsv.catholic.edu.au,,24,25/04/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002382,PR-00000881,St Clare's Catholic School Outside School Hours Care,The Roman Catholic Trust Corporation for the Diocese of Townsville,16 Burdell Drive  ,BURDELL,QLD,4818,47606990,07 4774 3489,oshc@stclarestsv.catholic.edu.au,,130,22/03/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000150,PR-00000881,St Clare's Kindergarten,The Roman Catholic Trust Corporation for the Diocese of Townsville,Burdell Dr  ,BURDELL,QLD,4818,747606928,747743025,kindergarten@tsv.catholic.edu.au,,24,25/04/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001949,PR-00000839,Sunrise Kids Early Learning Centre,Naspur Corporation Pty Ltd ATF Crossley Family Trust,21 Veales Road  ,JENSEN,QLD,4818,4751 6700,4751 6733,director1@sunrisekidselc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,109,1/10/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00014059,PR-00008029,C&K Magnetic Island Early Childhood Centre,The Creche and Kindergarten Association Limited,25 Nelly Bay Road  Nelly Bay,MAGNETIC ISLAND,QLD,4819,4758 1168,4758 1196,magnetic@candk.asn.au,,24,31/07/16,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS
SE-40000336,PR-00000659,PCYC Townsville - Magnetic School Age Care,Queensland Police-Citizens Youth Welfare Association ,10-16 Mandalay Ave  ,NELLY BAY,QLD,4819,47819100,,magneticislandSAC@pcyc.org.au,,30,25/04/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00011368,PR-00001208,All Souls St Gabriels School Pre-Prep,All Souls St Gabriel's School Inc,30 Dr George Ellis Drive  ,CHARTERS TOWERS,QLD,4820,07 4787 1433,07 4787 3049,school@allsouls.qld.edu.au, An approved alternative solution relating to Performance Criteria P13 Cleaners Facilities within SP5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service. This service is approved to provide a rest period from 12:45pm to 2:15pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,24,21/12/15,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00002323,PR-00000512,Blackthorn Kindy Kids,Blackheath & Thornburgh College,55 King Street  ,CHARTERS TOWERS,QLD,4820,747875197,747874097,kindy@btc.qld.edu.au,,24,1/10/14,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00000576,PR-00000973,Bright Horizons Australia Childcare Charters Towers,Bright Horizons Australia Childcare Pty Ltd,75 Racecourse Road  ,CHARTERS TOWERS,QLD,4820,07 4787 7832,4787 7832,charterstowers@bhchildcare.com.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,42,4/06/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001319,PR-00008029,C&K Charters Towers Community Kindergarten,The Creche and Kindergarten Association Limited,10 Bridge Street  ,CHARTERS TOWERS,QLD,4820,07 4787 1860,4787 1860,ctkindy@bigpond.com; charterstowers@candk.asn.au,,24,3/06/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS
SE-00002234,PR-00001236,Charters Towers Childcare Centre,D and Y Childcare Pty Ltd as Trustee for D and Y Childcare Trust,17 Gordon Street  ,CHARTERS TOWERS,QLD,4820,4787 3225,4787 8558,ctchildcare92@bigpond.com, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 75 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,4/10/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001401,PR-00000588,Kutjala Playgroup and Kindergarten,Kutjala Playgroup and Kindergarten Inc,11 Bennett Street  ,CHARTERS TOWERS,QLD,4820,07 4787 3346,47874316,kerryhalloran@hotmail.com; kutjala@bigpond.com, This service is approved to provide education and care to children from children from 30 months up to and including school children,41,2/04/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001926,PR-00000659,PCYC Charters Towers School Age Care,Queensland Police-Citizens Youth Welfare Association ,Enterprise Road  ,CHARTERS TOWERS,QLD,4820,07 4787 2200,747877185,mandi.groves@pcyc.org.au, This service is approved to provide education and care to children after school and during school holidays. An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Developmental Code (with a publication date of 16 November 2007) applies to this service.,60,26/05/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000754,PR-00000565,Hughenden Kindergarten & Early Childhood Centre,Hughenden Kindergarten Association Inc,41 Gray Street  ,HUGHENDEN,QLD,4821,4741 1355,4741 0300,hughkindy@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday and Tuesday kindergarten sessions. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,41,3/06/15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00001715,PR-00000346,Richmond Early Education Centre,Richmond Early Education Centre Inc.,98 Crawford Street  ,RICHMOND,QLD,4822,07 4741 3099,07 4741 3700,reec7@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,28,13/04/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000993,PR-00000432,Richmond Shire Council Outside School Hours Care,Richmond Shire Council,32 Crawford Street  ,RICHMOND,QLD,4822,07 4741 3163,07 4741 3308,rcyc2000@bigpond.com, This service may provide education and care after school and during school holidays only.,30,19/12/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40000724,PR-00008110,Julia Creek Kindergarten & Child Minding Association Inc,Julia Creek Kindergarten & Child Minding Association Inc,1 Shaw St  ,JULIA CREEK,QLD,4823,4746 7279,4746 7049,juliacreekkindy@bigpond.com.au,,21,25/04/17,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001325,PR-00000608,Cloncurry Kindergarten Association Incorporated,Cloncurry Kindergarten Association Inc,Cnr Seymour & McIlwraith Sts  ,CLONCURRY,QLD,4824,07 4742 1148,07 4742 2104,cloncurrykindy@bigpond.com.au,,24,27/07/14,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS
