SE-00000899,PR-00000659,PCYC Inala-Corinda School Age Care,Queensland Police-Citizens Youth Welfare Association ,Corinda State Primary School  330 Lower Cliveden Avenue,CORINDA,QLD,4075,07 3379 3379,,corindasac@pcyc.org.au, An approved Alternative Solution relating to Performance Criteria 18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service. This service is approved to provide education and care to children from over preschool age including school children.,59,9/09/10,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001173,PR-00000659,PCYC Innisfail - Tully School Age Care,Queensland Police-Citizens Youth Welfare Association ,21 Mars Street  ,TULLY,QLD,4854,07 4068 2733,07 4068 1620,tullysac@pcyc.org.au,,41,27/06/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000919,PR-00000659,PCYC Innisfail School Age Care,Queensland Police-Citizens Youth Welfare Association ,2B Palmerston Drive  ,INNISFAIL,QLD,4860,07 4061 3442,07 4061 4029,innisfailsac@pcyc.org.au, This service may provide education and care after school and during school holidays only. The maximum number of children able to be provided with education and care after school is 60  The maximum number of children able to be provided with education and care during school holidays is 60,60,21/06/09,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00000992,PR-00000659,PCYC Ipswich - Gatton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Gatton State School  William Street,GATTON,QLD,4343,07 5462 5267,07 5462 1605,gattonsac@pcyc.org.au,,45,26/09/11,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS
SE-00000923,PR-00000659,PCYC Ipswich School Age Care,Queensland Police-Citizens Youth Welfare Association ,Ipswich PCYC  Griffith Road,EASTERN HEIGHTS,QLD,4305,07 3281 2547,07 3812 2417,sonia.ledger@pcyc.org.au,,130,1/08/11,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-00002358,PR-00000659,PCYC Ipswich-Brassall School Age Care,Queensland Police-Citizens Youth Welfare Association ,Brassall State School  Pine Mountain Road,BRASSALL,QLD,4305,738134361,07 3909 9533,sonia.ledger@pcyc.org.au,,130,27/04/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002357,PR-00000659,PCYC Ipswich-Minden School Age Care,Queensland Police-Citizens Youth Welfare Association ,Minden State School  1032 Minden Road,MINDEN,QLD,4311,0408 409 572,07 3812 2417,sonia.ledger@pcyc.org.au, The service is approved to provide education and care to children before school after school and during school holidays.,30,24/01/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001152,PR-00000659,PCYC Logan - Crestmead School Age Care,Queensland Police-Citizens Youth Welfare Association ,Crestmead State School  Augusta Street,CRESTMEAD,QLD,4132,07 3200 2078,,ross.wendy@pcyc.org.au,,70,16/05/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001241,PR-00000659,PCYC Logan - Hills College School Age Care,Queensland Police-Citizens Youth Welfare Association ,Hills Educational Foundation  Lot 1 Johanna Street,JIMBOOMBA,QLD,4280,07 5546 0667,5547 9662,hillscollegesac@pcyc.org.au,,36,16/11/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001153,PR-00000659,PCYC Logan - Kimberley Park School Age Care,Queensland Police-Citizens Youth Welfare Association ,Kimberley Park State School  Floret Street,KIMBERLEY PARK,QLD,4128,3451 5350,3808 7834,kimberleyparksac@pcyc.org.au,,120,19/03/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002279,PR-00000659,PCYC Logan - Kingston School Age Care,Queensland Police-Citizens Youth Welfare Association ,Kingston State School  Juers Street,KINGSTON,QLD,4114,07 3442 1700,07 3808 7834,kingstonsac@pcyc.org.au,,60,24/05/10,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00002009,PR-00000659,PCYC Logan - Mabel Park School Age Care,Queensland Police-Citizens Youth Welfare Association ,Borman Street  ,MABEL PARK,QLD,4127,3208 0897,,mabelparksac@pcyc.org.au,,45,29/01/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001822,PR-00000659,PCYC Logan - Shailer Park School Age Care,Queensland Police-Citizens Youth Welfare Association ,Shailer Park State School  Bulwarna Street,SHAILER PARK,QLD,4128,38014844,38087834,shailerparksac@pcyc.org.au,,70,19/03/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000948,PR-00000659,PCYC Logan - Springwood School Age Care,Queensland Police-Citizens Youth Welfare Association ,Springwood Central State Schol  Dennis Road,SPRINGWOOD,QLD,4127,3290 9318,,springwoodsac@pcyc.org.au,,70,15/04/09,Working Towards NQS,Working Towards NQS,Working Towards NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-00002142,PR-00000659,PCYC Logan - Woodhill School Age Care,Queensland Police-Citizens Youth Welfare Association ,Woodhill State School  6027 Mt Lindsay Hway,WOODHILL,QLD,4285,488742512,,woodhillsac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Developmental Code (with a publication date of 16 November 2007) applies to this service.,30,15/07/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000864,PR-00000659,PCYC Logan School Age Care,Queensland Police-Citizens Youth Welfare Association ,Logan City PCYC  7 Jacaranda Avenue,WOODRIDGE,QLD,4114,07 3442 1705,07 3808 7834,logansac@pcyc.org.au,,100,2/04/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000331,PR-00000659,PCYC Mackay - Eimeo Road School Age Care,Queensland Police-Citizens Youth Welfare Association ,21  Eimeo Rd  ,RURAL VIEW,QLD,4740,0418 631 432,,eimeosac@pcyc.org.au,,45,29/01/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002257,PR-00000659,PCYC Mackay - Marian School Age Care,Queensland Police-Citizens Youth Welfare Association ,Marian State School  137 Anzac Avenue,MARIAN,QLD,4753,417645486,,mackaysac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,45,27/01/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002173,PR-00000659,PCYC Mackay - Walkerston School Age Care,Queensland Police-Citizens Youth Welfare Association ,Walkerston State School  Mc Coll Street,WALKERSTON,QLD,4751,0417 124 507,,walkerstonsac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.  ,60,23/03/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001155,PR-00000659,PCYC Mackay School Age Care,Queensland Police-Citizens Youth Welfare Association ,Norris Road  ,NORTH MACKAY,QLD,4740,07 4942 3296,07 4942 5932,mackaysac@pcyc.org.au, The maximum number of children able to be provided with education and care during school holidays is 145  The maximum number of children able to be provided with education and care before school is 75  The maximum number of children able to be provided with education and care after school is 145  An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,145,3/11/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40001712,PR-00000659,PCYC Mackay-Alligator Creek SAC,Queensland Police-Citizens Youth Welfare Association ,50 Grasstree Rd  ,ALLIGATOR CREEK,QLD,4740,749423296,749425932,kelsie.henderson@pcyc.org.au,,45,24/01/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-40001714,PR-00000659,PCYC Mackay-Mackay West School Age Care,Queensland Police-Citizens Youth Welfare Association ,2 Pinder St  ,WEST MACKAY,QLD,4740,749423296,749425932,kelsie.henderson@pcyc.org.au,,45,24/01/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001825,PR-00000659,PCYC Mareeba School Age Care,Queensland Police-Citizens Youth Welfare Association ,136 Walsh Street  ,MAREEBA,QLD,4880,4092 4231,4092 4239,helen.jansen@pcyc.org.au,,54,10/06/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40001732,PR-00000659,PCYC Mount Gravatt - Runcorn School Age Care,Queensland Police-Citizens Youth Welfare Association ,646 Beenleigh Rd  ,SUNNYBANK,QLD,4109,733238726,739099533,runcornsac@pcyc.org.au,,30,24/01/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001083,PR-00000659,PCYC Mt Gravatt - Holland Park SAC,Queensland Police-Citizens Youth Welfare Association ,59 Abbotsleigh Street  ,HOLLAND PARK,QLD,4121,07 3421 6264,07 3397 7250,hollandparksac@pcyc.org.au,,133,14/04/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001759,PR-00000659,PCYC Mt Gravatt School Age Care,Queensland Police-Citizens Youth Welfare Association ,Mt Gravatt State School  1263 Logan Road,MOUNT GRAVATT,QLD,4122,07 3849 8233,38643691,jennifer.mcdonald@pcyc.org.au,,60,18/10/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000333,PR-00000659,PCYC Mt Isa - Barkly Highway School Age Care,Queensland Police-Citizens Youth Welfare Association ,Barkly Hway State Sch & Presch  3-17 Bougainville Street,SOLDIERS HILL,QLD,4825,47430400,,gina.scott@pcyc.org.au,,60,24/04/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000994,PR-00000659,PCYC Mt Isa School Age Care,Queensland Police-Citizens Youth Welfare Association ,Foots Recreation Centre  67 Isa Street,MOUNT ISA,QLD,4825,07 4743 0400,07 4743 7709,ross.wendy@pcyc.org.au, An approved alternative solution relating to Performance Criteria P16 Electrical Safety Precautions within SP5.4 – Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service. ,90,11/04/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002344,PR-00000659,PCYC Nerang - Coomera Rivers School Age Care,Queensland Police-Citizens Youth Welfare Association ,Coomera Rivers State School  Finnegans Way,COOMERA EAST,QLD,4209,07 55782227,755965184,coomerariverssac@pcyc.org.au,,90,18/01/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40000443,PR-00000659,PCYC Nerang - Gaven School Age Care,Queensland Police-Citizens Youth Welfare Association ,Gaven State School  212 Universal St,GAVEN,QLD,4211,55782227,,judy.puna@pcyc.org.au, This service is granted to provide education and care to children from over preschool age including school children.,60,29/01/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001788,PR-00000659,PCYC Nerang - Nerang SS School Age Care,Queensland Police-Citizens Youth Welfare Association ,Nerang Primary School  3 Nerang Street,NERANG,QLD,4211,55814751,,rebecca.nelson@pcyc.org.au,,54,13/04/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000871,PR-00000659,PCYC Nerang School Age Care,Queensland Police-Citizens Youth Welfare Association ,Nerang PCYC  Cayuga Street,NERANG,QLD,4211,07 5578 2227,07 55965184,judy.puna@pcyc.org.au,,150,26/11/09,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-40000278,PR-00000659,PCYC Pine Rivers - Petrie School Age Care,Queensland Police-Citizens Youth Welfare Association ,Petrie State School  42 Dayboro Rd,PETRIE,QLD,4502,07 3205 3367,07 3205 6469,petriesac@pcyc.org.au,,60,29/01/13,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS
SE-40000610,PR-00000659,PCYC Pine Rivers School Age Care,Queensland Police-Citizens Youth Welfare Association ,Baker St  (Off Frances Road),BRAY PARK,QLD,4500,3205 3367,3205 6469,pine.rivers@pcyc.org.au, The service is to provide education and care to children during school holidays only,75,28/11/12,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002220,PR-00000659,PCYC Redcliffe - Humpybong School Age Care,Queensland Police-Citizens Youth Welfare Association ,Humpybong State School  Ernest Street,MARGATE,QLD,4019,3284 3267,3283 6421,humpybongsac@pcyc.org.au, The service has approvakl to provide education and care to children from over preschool age including school children.,75,20/07/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002125,PR-00000659,PCYC Redcliffe - Scarborough School Age Care,Queensland Police-Citizens Youth Welfare Association ,Scarborough State School  Eversleigh Road,SCARBOROUGH,QLD,4020,3203 4800; 3385 1900,,scarboroughsac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P16 Electrical Safety Precautions within SP5.4 Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applies to this service.  This service is approved to provide education and care to children from over preschool age including school children.,75,14/04/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001196,PR-00000659,PCYC Redcliffe School Age Care,Queensland Police-Citizens Youth Welfare Association ,Police Youth Club  Klingner Road,KIPPA-RING,QLD,4021,07 3385 1911; 07 3385 1900,07 3283 2445,kellie.oakes@pcyc.org.au; redcliffesac@pcyc.org.au, This service is approved to provide education and care to children from over preschool age including school children.,160,31/07/09,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002264,PR-00000659,PCYC Redlands - Bayview School Age Care,Queensland Police-Citizens Youth Welfare Association ,Bayview College  77 Ziegenfusz Road,THORNLANDS,QLD,4164,07 3206 5296,07 3829 2161,bayviewsac@pcyc.org.au,,104,17/01/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001081,PR-00000659,PCYC Redlands - Birkdale School Age Care,Queensland Police-Citizens Youth Welfare Association ,Birkdale State School  74 Agnes Street,BIRKDALE,QLD,4159,0407 913 040,,birkdalesac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,50,20/07/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000969,PR-00000659,PCYC Redlands - Capalaba School Age Care,Queensland Police-Citizens Youth Welfare Association ,Capalaba College  Crn Mt Cotton Road and School Road,CAPALABA,QLD,4157,0408 910 900,,capalabasac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,50,20/07/11,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS
SE-40000471,PR-00000659,PCYC Redlands - Dunwich SAC,Queensland Police-Citizens Youth Welfare Association ,Dunwich State School  10 Dickson Way,DUNWICH,QLD,4183,732454639,,leanne.jays@pcyc.org.au,,35,17/07/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001091,PR-00000659,PCYC Redlands - Ormiston School Age Care,Queensland Police-Citizens Youth Welfare Association ,Gordon Street  ,ORMISTON,QLD,4160,0427 491 189,,ormistonsac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,75,20/07/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001080,PR-00000659,PCYC Redlands - Vienna Woods School Age Care,Queensland Police-Citizens Youth Welfare Association ,Vienna Woods State School  Heffernan Road,ALEXANDRA HILLS,QLD,4161,0408 521 808,,viennawoodssac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP5.4 - Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.,59,20/07/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00000935,PR-00000659,PCYC Redlands - Wellington Point School Age Care,Queensland Police-Citizens Youth Welfare Association ,Wellington Point State School  476 Main Road,WELLINGTON POINT,QLD,4160,0409 178 977,,wellingtonpointsac@pcyc.org.au, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Developmental Code (with a publication date of 16 November 2007) applies to this service. ,75,20/07/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00000870,PR-00000659,PCYC Redlands School Age Care,Queensland Police-Citizens Youth Welfare Association ,Redlands PCYC  Cnr Mt Cotton and Degen Roads,CAPALABA,QLD,4157,07 3245 4639,07 3824 7791,leanne.jays@pcyc.org.au, An approved alternative solution relating to Performance Criteria P7 Toliet Facilites within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applied to this service. The use of a urinal is accepted as two toilets. An approved alternative solution relating to Performance Criteria P6 Combined Play Spaces within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 1 November 2004) applied to this service. The combined play space area of 15.25m2 per child includes indoor play space able to offer outdoor activities. The maximum number of children able to be provided with education and care during school holidays is 135 The maximum number of children able to be provided with education and care before school is 30 The maximum number of children able to be provided with education and care after school is 60,135,23/01/09,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-40000226,PR-00000659,PCYC Rockhampton - Berserker Street School Age Care,Queensland Police-Citizens Youth Welfare Association ,Berserker Street State School  Berserker Street,North Rockhampton,QLD,4701,749277899,749223998,greg.jones@pcyc.org.au,,60,21/01/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00002293,PR-00000659,PCYC Rockhampton - Yeppoon School Age Care,Queensland Police-Citizens Youth Welfare Association ,Yeppoon State School  Tucker Street,YEPPOON,QLD,4703,07 4927 7899,,yeppoonsac@pcyc.org.au,,45,12/07/10,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS
SE-00000860,PR-00000659,PCYC Rockhampton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Stapleton Park  Bridge Street,NORTH ROCKHAMPTON,QLD,4701,07 4927 7899,49223998,linda.braney@pcyc.org.au,,100,8/07/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-40001628,PR-00000659,PCYC Rockhampton-Cawarral School Age Care,Queensland Police-Citizens Youth Welfare Association ,Cawarral State School  125 Annie Dr,CAWARRAL,QLD,4702,749277899,49223998,greg.jones@pcyc.org.au,,30,24/01/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00013986,PR-00000659,PCYC SAC - Maryborough,Queensland Police-Citizens Youth Welfare Association ,38 Sussex Street   ,MARYBOROUGH,QLD,4650,07 41223714,07 4122 3147,maryboroughcoordinator@pcyc.org.au,,34,2/11/11,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS
SE-40000814,PR-00000659,PCYC South Burnett - Murgon School Age Care,Queensland Police-Citizens Youth Welfare Association ,Murgon State School  91 Gore St,MURGON,QLD,4605,0429 346 303,741683586,karen.sanewski@pcyc.org.au, This service is approved to provide education and care to children from over preschool age including school children. This service is approved to provide education and care for after school and during school holidays.,45,26/08/13,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00002297,PR-00000659,PCYC South Burnett - Taabinga School Age Care,Queensland Police-Citizens Youth Welfare Association ,Taabinga State School  Rae Street,KINGAROY,QLD,4610,0428 227 057,07 4168 3586,michael.eadie@pcyc.org.au, This service may provide education and care after school and during school holidays only.,45,13/12/10,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
SE-00001037,PR-00000659,PCYC Sunshine Coast - Burnside SAC,Queensland Police-Citizens Youth Welfare Association ,Cnr Windsor and Blaxland Roads  ,NAMBOUR,QLD,4560,5441 0808,,burnsidesac@pcyc.org.au, The maximum number of children able to be provided with education and care after school is 33 The maximum number of children able to be provided with education and care before school is 30 The maximum number of children able to be provided with education and care during school holidays is 33 This service is approved to provide education and care to children from over preschool age including school age children.,45,10/08/11,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed
SE-00001775,PR-00000659,PCYC Sunshine Coast - Mapleton School Age Care,Queensland Police-Citizens Youth Welfare Association ,Mapleton State School  Flaxton Drive,MAPLETON,QLD,4560, 54 786 408,54 786 904,mapletonsac@pcyc.org.au, This service may provide education and care to children after school and during school holidays only. This service is approved to provide education and care to children from over preschool age including school  children.,30,24/01/11,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed
