#
# Source: CA DSS on June 1, 2014
#
"Facility #","Capacity","License Status","Facility Name","Street Address","City","State","Zipcode","Telephone #","Contact","District Office","DO Telephone #"
"197418640","0072","Licensed","VALOR CHRISTIAN ACADEMY - PRESCHOOL","525 EARLE LANE","REDONDO BEACH","CA","90278","(310) 798-5181","CAMPBELL, VALERIE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197403092","0114","Licensed","VAN NESS NURSERY SCHOOL & KINDERGARTEN","15408 VAN NESS AVE.","GARDENA","CA","90249","(310) 323-4956","LEE, SOO","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197416664","0071","Licensed","VAN NUYS CIVIC CHILD DEVELOPMENT CENTER","14350 SYLVAN STREET","VAN NUYS","CA","91401","(818) 780-1922","RIDING, CYNTHIA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197417358","0022","Licensed","VAN NUYS ELEMENTARY SCHOOL CSPP","6464 SYLMAR AVENUE  ROOM 1","VAN NUYS","CA","91401","(818) 785-2195","GOLDSTEIN, FRANNE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197419058","0099","Licensed","VAN NUYS PRESBYTERIAN CHURCH & ACADEMY","14701 FRIAR STREET","VAN NUYS","CA","91411","(818) 638-5250","TSATURYAN, ANI","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198006261","0072","Licensed","VAN WIG HEAD START/STATE PRESCHOOL","1151 VAN WIG AVE.","LA PUENTE","CA","91746","(626) 931-8000","JOANNE MENDEZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191890455","0166","Licensed","VANALDEN AVENUE EARLY EDUCATION CENTER","6212 VANALDEN AVE.","RESEDA","CA","91335","(818) 343-5595","CURD, JOHANNA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"434410773","0045","Licensed","VARGAS CDC","1054 CARSON DRIVE","SUNNYVALE","CA","94086","(408) 736-0174","SHARON WHITE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"197410588","0200","Licensed","VAUGHN NEXT CENTURY LEARNING CENTER","13421 VAUGHN STREET","SAN FERNANDO","CA","91340","(818) 896-7461","GOMEZ, ROSA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191890451","0166","Licensed","VAUGHN STREET EARLY EDUCATION CENTER","11480 HERRICK AVE.","PACOIMA","CA","91331","(818) 899-2278","TAYLOR-HARDY, SHEILA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191598242","0072","Licensed","VEJAR/CHILD DEVELOPMENT CENTER","1381 SOUTH WHITE AVE.","POMONA","CA","91768","(909) 397-4985","TERRY WALKER","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"210106730","0070","Licensed","VENETIA VALLEY CHILDREN'S CENTER","177 NORTH SAN PEDRO ROAD","SAN RAFAEL","CA","94903","(415) 485-3105","MCCURDY, LAURA","PENINSULA CHILD CARE (05)","(650) 266-8843"
"434408020","0080","Licensed","VENTANA SCHOOL","1040 BORDER ROAD","LOS ALTOS","CA","94024","(650) 948-2151","ROBIN JURS","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"566213094","0150","Licensed","VENTURA CHILDREN'S LEARNING CENTER","1110 PETIT AVE","VENTURA","CA","93004","(805) 672-0300","AGHAZARIAN, ARMOND","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"561711564","0095","Licensed","VENTURA COLLEGE CHILDREN'S CENTER","4667 TELEGRAPH ROAD","VENTURA","CA","93003","(805) 289-6030","DOUGLAS, ROBIN","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"561708227","0166","Licensed","VENTURA MISSIONARY PRESCHOOL","500 HIGH POINT DRIVE","VENTURA","CA","93003","(805) 644-9515","LAURIE PIDO","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"561700419","0075","Licensed","VENTURA MONTESSORI SCHOOL, INC","38 TELOMA DRIVE","VENTURA","CA","93003","(805) 642-9567","WIJESEKERA, I. M.","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"200400391","0030","Licensed","VERDELL MCKELVEY HEAD START CENTER","1901 CLINTON AVENUE","MADERA","CA","93637","(559) 673-1500","JULIE DOLL","FRESNO-CC (04)","(559) 243-4588"
"191224046","0068","Licensed","VERDUGO HILLS FAMILY YMCA","6840 FOOTHILL BOULEVARD","TUJUNGA","CA","91042","(818) 352-3255","BRINK, KATHIE","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198016689","0020","Licensed","VERMONT AVE. CENTER HEAD START","1435 W. 27TH STREET","LOS ANGELES","CA","90007","(213) 743-4651","KENICIA DELGADILLO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198016166","0048","Licensed","VERNON HEAD START AND STATE PRESCHOOL","1024 W. VERNON AVENUE","LOS ANGELES","CA","90037","(213) 385-5100","HELEN MUNOZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"013420980","0045","Licensed","VIA NOVA CHILDREN'S SCHOOL","3032 MARTIN LUTHER KING JR WAY","BERKELEY","CA","94703","(510) 848-6687","CIORIA, FRANCA","BAY AREA-CC OAKLAND (02)","(510) 622-2602"
"197404183","0024","Licensed","VIA PACIFICA PRESCHOOL","1700 MANHATTAN BEACH BLVD.","MANHATTAN BEACH","CA","90266","(310) 376-1223","SHARP, BARBETTE & RICHARD","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"360908874","0114","Licensed","VICTOR VALLEY CHRISTIAN PRESCHOOL","15260 NISQUALLI ROAD","VICTORVILLE","CA","92395","(760) 241-7395","STEPHANIE ELIOT","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"360906573","0025","Licensed","VICTOR VALLEY COLLEGE CHILD DEVELOPMENT LAB","18422 BEAR VALLEY ROAD","VICTORVILLE","CA","92392","(760) 245-4271","KELLEY JOHNSON","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"393610882","0024","Licensed","VICTORY STATE PRESCHOOL","1838 W. ROSE STREET","STOCKTON","CA","95203","(209) 933-7380","KANTER, MITCHELL","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"115405947","0020","Licensed","VILLA AVENUE HEAD START","451 S. VILLA AVENUE","WILLOWS","CA","95988","(530) 934-6596","PEREZ, KRISTIN","CHICO-DAY CARE (13)","(530) 895-5033"
"198014693","0036","Licensed","VILLA ESPERANZA","255 E. 28TH STREET","LOS ANGELES","CA","90011","(213) 747-7476","JANICE SUH","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"393615179","0020","Licensed","VILLA MONTECITO HEAD START","1339 KINGSLEY","STOCKTON","CA","95203","(209) 547-9088","WORTHY, MISTY","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"430701163","0049","Licensed","VILLA MONTESSORI II","20900 STEVENS CREEK BOULEVARD","CUPERTINO","CA","95014","(408) 257-3374","PAULINE ZWEERS-ASCHE","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"376700504","0024","Licensed","VILLAGE CHILD DEVELOPMENT CENTER","3220 MISSION AVENUE","OCEANSIDE","CA","92058","(760) 967-4776","VILLA, ZOLA","MISSION VALLEY (20)","(619) 767-2200"
"401700425","0054","Licensed","VILLAGE CHILDREN'S CENTER","490 LOS OSOS VALLEY ROAD","LOS OSOS","CA","93402","(805) 528-1671","KIMBERLY TAYLOR","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"191591038","0067","Licensed","VILLAGE CHRISTIAN PRE-SCHOOL","710 E. GLADSTONE ST.","GLENDORA","CA","91740","(626) 963-9538","MONIQUE SCHMIDT-WEYMANS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"372000619","0100","Licensed","VILLAGE CHURCH PRESCHOOL","6225 PASEO DELICIAS","RANCHO SANTA FE","CA","92067","(858) 756-2394","MILLER, PAMELA","MISSION VALLEY (20)","(619) 767-2200"
"197416101","0083","Licensed","VILLAGE COUNTRY DAY PRESCHOOL","24729 & 24737 VALLEY STREET","NEWHALL","CA","91321","(661) 200-3843","CAROL MORALES","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197408522","0033","Licensed","VILLAGE GLEN PRESCHOOL PROGRAM","4160 GRAND VIEW BOULEVARD","LOS ANGELES","CA","90066","(310) 751-1159","NATA PREIS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198013857","0042","Licensed","VILLAGE KIDS - CARSON SQUARE","1110 1/2 E. DOMINGUEZ STREET","CARSON","CA","90746","(310) 631-8881","KELLY ECHEVERRIA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198014009","0045","Licensed","VILLAGE LEARNING CENTER","4001 N. MISSION ROAD","LOS ANGELES","CA","90032","(323) 225-0151","MARIA MEDINA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"191500574","0034","Licensed","VILLAGE LEARNING LAB PRESCHOOL","208 W. FAIRVIEW AVE.","SAN GABRIEL","CA","91776","(626) 281-4754","WONG, LYNN F.","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"430701365","0090","Licensed","VILLAGE LITTLE","10100 N STELLING ROAD","CUPERTINO","CA","95014","(408) 252-2050","DAVID DESAGUN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"340315188","0128","Licensed","VILLAGE MONTESSOR SCHOOL, LLC","5033 FAIR OAKS BLVD","CARMICHAEL","CA","95608","(916) 488-6500","WILLIS, LISA/AUERING, ERIN","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"198006571","0099","Licensed","VILLAGE MONTESSORI ACADEMY","23431 GOLDEN SPRINGS ROAD","DIAMOND BAR","CA","91765","(909) 860-4001","CHRISTINE QUINTERO","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"304370688","0076","Licensed","VILLAGE MONTESSORI CENTER","22900 LOS ALISOS BLVD.","MISSION VIEJO","CA","92691","(949) 837-8518","JOHNSON, JENNIFER","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"376700964","0016","Licensed","VILLAGE MONTESSORI SCHOOL","2606 JEFFERSON STREET","CARLSBAD","CA","92008","(310) 633-3333","ELIZABETH ROBLES","MISSION VALLEY (20)","(619) 767-2200"
"300602008","0065","Licensed","VILLAGE MONTESSORI SCHOOL OF IRVINE","4552 SANDBURG WAY","IRVINE","CA","92612","(949) 786-7494","SABATINI, LISA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"191202174","0065","Licensed","VILLAGE NURSERY SCHOOL","3306 WEST VICTORY BOULEVARD","BURBANK","CA","91505","(818) 843-5766","KATHY RAMIREZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"410503442","0024","Licensed","VILLAGE NURSERY SCHOOL","474 N PARKVIEW AVENUE","DALY CITY","CA","94014","(415) 992-4350","GRAHAM, BARBARA","PENINSULA CHILD CARE (05)","(650) 266-8843"
"393612196","0048","Licensed","VILLAGE OAKS PRESCHOOL","1900 WEST SWAIN ROAD","STOCKTON","CA","95207","(209) 953-8790","JAIME FUNKE","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"543808030","0083","Licensed","VILLAGE PRE-SCHOOL OF VISALIA INC","1414  N. MCAULIFF","VISALIA","CA","93292","(559) 733-1414","SANCHEZ, RACHEL","FRESNO-CC (04)","(559) 243-4588"
"304370137","0089","Licensed","VILLAGE PRE-SCHOOL OF YORBA LINDA","18052 IMPERIAL HIGHWAY","YORBA LINDA","CA","92886","(714) 993-3444","VAZIRIAN, FAHI","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"406213969","0030","Licensed","VILLAGE PRESCHOOL","146 TRAFFIC WAY.","ARROYO GRANDE","CA","93420","(805) 474-9208","KAMBER DOUCETTE","CENTRAL COAST-CHILD (17)","(805) 562-0400"
"430700665","0065","Licensed","VILLAGE PRESCHOOL OF SARATOGA","20390 PARK PLACE","SARATOGA","CA","95070","(408) 867-3181","MARY LOU SNOWDEN","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"197417540","0045","Licensed","VILLAGE TREE PRESCHOOL","4235 DUQUESNE AVENUE","CULVER CITY","CA","90232","(310) 204-5458","JENNIFER ROSS GRAHAM","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"103808304","0024","Licensed","VILLAGE, THE","5140 N FRUIT AVENUE","FRESNO","CA","93711","(559) 449-1059","KRISTIN DEUNDIAN","FRESNO-CC (04)","(559) 243-4588"
"191570701","0140","Licensed","VINCENT CHILDREN'S CENTER- C.V.U.S.D.","1024 W. WORKMAN AVE.","WEST COVINA","CA","91790","(626) 472-6330","CELESTE M. SALINAS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"376701061","0060","Pending","VINE LEARNING CENTER, THE","2130 ULRIC STREET","SAN DIEGO","CA","92111","(619) 254-5560","OSCAR MARIN III","MISSION VALLEY (20)","(619) 767-2200"
"376700645","0060","Licensed","VINE LEARNING CENTER, THE","6866 LINDA VISTA ROAD","SAN DIEGO","CA","92111","(858) 974-1222","DEBORA ALLEN-MEDINA","MISSION VALLEY (20)","(619) 767-2200"
"191890452","0198","Licensed","VINE STREET EARLY EDUCATION CENTER","6312 ELEANOR AVENUE","LOS ANGELES","CA","90038","(323) 465-1167","E.ANDERSON/J.REYES","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"153801049","0020","Licensed","VINELAND CHILD DEVELOPMENT CENTER","14327 S VINELAND ROAD","BAKERSFIELD","CA","93307","(661) 845-0605","MEJIA, CECILIA","FRESNO-CC (04)","(559) 243-4588"
"191500328","0045","Licensed","VINELAND SCHOOL HEAD START/STATE SCHOOL","3609 NORTH VINELAND AVE.","BALDWIN PARK","CA","91706","(818) 962-3311","A. MCCORMICK & J. TELEVERA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"393609233","0040","Licensed","VINEWOOD COMMUNITY PRESCHOOL","1900 W. VINE ST.","LODI","CA","95242","(209) 334-4302","LEACH, TINA","RIVER CITY (SACTO)CC (03)","(916) 263-5744"
"300611751","0045","Licensed","VINEYARD CHRISTIAN PRESCHOOL","102 E. BAKER STREET","COSTA MESA","CA","92626","(714) 979-2959","GEORGE, MARIA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"192001986","0040","Licensed","VINEYARD CHRISTIAN SCHOOL","1011 EAST AVE I","LANCASTER","CA","93535","(661) 948-3766","SEEBER,CARMELITA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"430702374","0045","Licensed","VINEYARD PRESCHOOL","1735 HECKER PASS","GILROY","CA","95020","(408) 847-8463","DENISE HIGUERA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"300614120","0109","Licensed","VINEYARD PRESCHOOL","5340 E. LA PALMA","ANAHEIM","CA","92807","(714) 777-4777","EASTWOOD, TAMARA","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"376700719","0048","Licensed","VIP VILLAGE STATE PRESCHOOL AT NICOLOFF ELEMENTARY","1777 HOWARD AVENUE","SAN YSIDRO","CA","92173","(619) 628-8690","RUTH FRAIZER","MISSION VALLEY (20)","(619) 767-2200"
"376700718","0096","Licensed","VIP WEST-WEST VIEW ELEMENTARY SCHOOL","525 THIRD STREET","IMPERIAL BEACH","CA","91932","(619) 628-8900","SHEPPARD, DAVID","MISSION VALLEY (20)","(619) 767-2200"
"191594112","0060","Licensed","VIRGIN MARY PRESCHOOL AND DAY CARE CENTER","700 W. FRONT STREET","ALHAMBRA","CA","91801","(626) 284-6558","ATTALLAH, MARIAM","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"150407508","0027","Licensed","VIRGINIA CHILD DEVELOPMENT CENTER","3301 VIRGINIA AVE.","BAKERSFIELD","CA","93307","(661) 363-9142","GARZA, SIMITRIO","FRESNO-CC (04)","(559) 243-4588"
"503808696","0024","Licensed","VIRGINIA PARKS PRESCHOOL PROGRAM","1021 MOFFETT ROAD","MODESTO","CA","95351","(209) 556-1545","FISK, JILL","FRESNO-CC (04)","(559) 243-4588"
"274413649","0024","Licensed","VIRGINIA ROCCA BARTON PRESCHOOL","680 LAS CASITAS DRIVE","SALINAS","CA","93905","(831) 753-5770","CANO-RAYAS, MONICA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"543801824","0078","Licensed","VISALIA ADULT SCHOOL CHILDREN'S CENTER","3110 EAST HOUSTON","VISALIA","CA","93292","(559) 735-8142","MC LAIN, MARGARET","FRESNO-CC (04)","(559) 243-4588"
"543808735","0225","Licensed","VISALIA CHRISTIAN PRESCHOOL","3737 S. AKERS","VISALIA","CA","93277","(559) 733-3988","LABOGIN, LISA","FRESNO-CC (04)","(559) 243-4588"
"540407376","0034","Licensed","VISALIA GINGERBREAD HOUSE","1616 GIDDINGS","VISALIA","CA","93277","(559) 627-5566","PARRAZ TERESA","FRESNO-CC (04)","(559) 243-4588"
"540400635","0124","Licensed","VISALIA YMCA","211 WEST TULARE AVENUE","VISALIA","CA","93277","(559) 627-0700","SEPULVEDA, IDA","FRESNO-CC (04)","(559) 243-4588"
"197417051","0098","Licensed","VISION KIDS PRESCHOOL","19514 RINALDI STREET","NORTHRIDGE","CA","91326","(818) 368-3311","MA, MONICA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197416950","0082","Licensed","VISION PRESCHOOL","16200 CHATSWORTH STREET","GRANADA HILLS","CA","91344","(818) 895-7643","SOOK KI KIM","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"372005162","0044","Licensed","VISTA CHILD DEVELOPMENT CENTER","410 W. CALIFORNIA AVE.","VISTA","CA","92083","(760) 726-2530","SMITH, MARY","MISSION VALLEY (20)","(619) 767-2200"
"045404204","0020","Licensed","VISTA CHILDREN'S CENTER","581 PEARSON RD.","PARADISE","CA","95969","(530) 872-6240","GATES-STEWART, MICHELLE","CHICO-DAY CARE (13)","(530) 895-5033"
"372001481","0074","Licensed","VISTA CHRISTIAN PRESCHOOL","290 NORTH MELROSE DRIVE","VISTA","CA","92083","(760) 724-7096","TOMIKO SALON","MISSION VALLEY (20)","(619) 767-2200"
"197417362","0024","Licensed","VISTA DEL VALLE ELEMENTARY SCHOOL-CSPP","12441 BROMONT AVENUE -RM.113","SAN FERNANDO","CA","91340","(818) 838-3860","MENDOZA, MARY","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198001762","0024","Licensed","VISTA DEL VALLE/CLAREMONT UNIFIED SCHOOL DIST.","550 VISTA DR.","CLAREMONT","CA","91711","(909) 398-0373","ARIELLA BUTCHER","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"192006201","0030","Licensed","VISTA NUEVA","130 S. LAFAYETTE PARK PLACE","LOS ANGELES","CA","90057","(213) 385-5100","LIDUVINA BONILLA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"376600447","0024","Licensed","VISTA SQUARE STATE PRESCHOOL","540 G STREET","CHULA VISTA","CA","91910","(619) 422-1601","ANATERESA HERRERA-WOOD","MISSION VALLEY (20)","(619) 767-2200"
"274400486","0020","Licensed","VISTA VERDE PRESCHOOL/H.S","1199 ELM AVENUE","GREENFIELD","CA","93927","(831) 674-9378","GONZALEZ, JUANITA","SAN JOSE-DAY CARE (07)","(408) 324-2148"
"364830313","0048","Licensed","VISTA VERDE STATE PRESCHOOL","13403 VISTA VERDE STREET","VICTORVILLE","CA","92392","(760) 662-5650","O'BRIEN, KIM","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"304270701","0036","Licensed","VNCOC'S ""PHU DONG"" EARLY CHILDHOOD DEV CENTER","12421 MAGNOLIA STREET","GARDEN GROVE","CA","92841","(714) 534-9049","NGO, KIM ANH","ORANGE CO CHILD CARE (06)","(714) 703-2800"
"197414003","0037","Licensed","VOA GRANTEE/CARRISO PARK HEAD START","13100 HUBBARD STREET","SYLMAR","CA","91342","(818) 362-8140","RUIZ, REGINA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197414002","0038","Licensed","VOA GRANTEE/DOLORES HUERTA HEAD START","454 KALISHER ST.","SAN FERNANDO","CA","91340","(818) 837-0097","RUIZ, REGINA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413999","0076","Licensed","VOA GRANTEE/MARTIN LUTHER KING HEAD START","10896 LEHIGH AVE","PACOIMA","CA","91331","(818) 834-9097","RAMIREZ, J AND CASTILLO A","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197414000","0030","Licensed","VOA GRANTEE/NORTH WALNUT HEAD START","24823 NO. WALNUT STREET","NEWHALL","CA","91321","(661) 253-2035","RUIZ, REGINA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413997","0020","Licensed","VOA GRANTEE/OLD ORCHARD HEAD START","25141 AVENIDA RONDEL","VALENCIA","CA","91355","(661) 290-2829","RUIZ, REGINA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413996","0030","Licensed","VOA GRANTEE/PACOIMA HEAD START","12550 VAN NUYS BLVD","PACOIMA","CA","91331","(818) 834-8957","PEREZ, A AND O'NEILL, M","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197414001","0014","Licensed","VOA GRANTEE/PIERCE PARK HEAD START","12601 PIERCE PARK","PACOIMA","CA","91331","(818) 890-7348","PEREZ, A AND ROMERO, V","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413998","0039","Licensed","VOA GRANTEE/VAL VERDE HEAD START","30249 SAN MARTINEZ ROAD","VAL VERDE","CA","91384","(661) 295-6682","RUIZ, REGINA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197400861","0034","Licensed","VOA/""LA ESCUELITA"" HEAD START","6373 VICLAND PLACE","NORTH HOLLYWOOD","CA","91606","(310) 530-7082","MUNOZ, T AND MCCARTY, S","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197416970","0072","Licensed","VOA/BUEN PRINCIPO II HEAD START/STATE PRESCHOOL","604 SO. MACLAY AVENUE","SAN FERNANDO","CA","91340","(818) 365-6677","RACHEL CHALMERS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413312","0034","Licensed","VOA/CESAR CHAVEZ HEAD START","1269 NO. AVALON STREET","WILMINGTON","CA","90744","(310) 834-1839","NANCY CHIDEBELU","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197417337","0045","Licensed","VOA/EL CENTRO DE LOS NINOS, SYLMAR HEAD START","13550 HERRON STREET","SYLMAR","CA","91342","(818) 980-2287","REGINA RUIZ","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197400862","0077","Licensed","VOA/EL JARDIN DE NINOS HEAD START","11510 VALERIO","NORTH HOLLYWOOD","CA","91606","(818) 764-8722","NORMA LAMAS","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"191290431","0132","Licensed","VOA/MAUD BOOTH FAMILY CENTER","11243 KITTRIDGE STREET","NORTH HOLLYWOOD","CA","91606","(818) 980-2287","DUENAS, D AND PEREZ, M","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197400860","0024","Licensed/Pending Increase","VOA/PLAINVIEW HEADSTART","10819 PLAINVIEW AVE., ROOM #5","TUJUNGA","CA","91042","(818) 352-5974","IRMA ESCANDON","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197402904","0060","Licensed","VOA/PUEBLO DE NINOS","11630 HESBY STREET","NORTH HOLLYWOOD","CA","91601","(818) 766-8103","ROSSI, M AND ANGULO, I","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197411979","0035","Licensed","VOA/ROBERT F. KENNEDY","334 FIGUEROA STREET","WILMINGTON","CA","90744","(310) 830-3404","CANDELARIA CABRERA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197401158","0034","Licensed","VOA/STRATHERN PARK HEAD START","11111 STRATHERN STREET","SUN VALLEY","CA","91352","(818) 768-4424","BOB PRATT","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197411051","0034","Licensed","VOA/THE LEARNING CENTER HEAD START","24027 PENNSYLVANIA","LOMITA","CA","90717","(310) 325-2523","CANDACE BERBER","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198015579","0039","Licensed","VOALA AZTECA HEAD START, BUILDING B","518 N. DANGLER AVENUE","LOS ANGELES","CA","90022","(323) 722-1126","EDIE SMITH","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198012814","0029","Licensed","VOALA EL CAMNITO HEAD START","11311 SATICOY STREET","SUN VALLEY","CA","91352","(818) 980-2287","SANDRA MONTESDEOCA","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197412862","0034","Licensed","VOALA HAWTHORNE HEAD START","4931 W. 119TH PLACE","HAWTHORNE","CA","90250","(310) 675-0653","OTILIA LOPEZ","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413816","0037","Licensed","VOALA LITTLE STEPS HEAD START","12331 VANOWEN STREET","NORTH HOLLYWOOD","CA","91606","(818) 980-2267","ANGULO, I AND PLATA, G","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197413818","0034","Licensed","VOALA SANTA CRUZ HEAD START","201 NORTH BEACON STREET","SAN PEDRO","CA","90731","(310) 831-3294","CANDACE BARBER","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"197417673","0039","Licensed","VOALA/LOS COLORES HEAD START","25621 SO. NORMANDIE AVENUE","HARBOR CITY","CA","90710","(310) 347-4680","JUANA MANICA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"243808595","0024","Licensed","VOLTA PRESCHOOL","24307 W. INGOMAR GRADE","LOS BANOS","CA","93635","(209) 826-3801","TERRANOVA, MARJORIE","FRESNO-CC (04)","(559) 243-4588"
"364830600","0158","Licensed","VOLUNTEERS OF AMERICA","304 N. PEPPER AVENUE","RIALTO","CA","92376","(909) 562-0901","PAULA JONES","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"364820599","0032","Licensed","VOLUNTEERS OF AMERICA","720 S. E STREET","SAN BERNARDINO","CA","92408","(909) 888-4577","SYLVIA GREENBERG","INLAND EMPIRE CHILD (09)","(951) 782-4200"
"197417910","0060","Licensed","VOLUNTEERS OF AMERICA - MAR VISTA HEAD START","11815 ALLIN STREET","CULVER CITY","CA","90230","(818) 980-2287","SMITH, EDIE","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
"198017201","0050","Licensed","VOLUNTEERS OF AMERICA OF LOS ANGELES","15509 PARAMOUNT BOULEVARD","PARAMOUNT","CA","90723","(818) 980-2287","AVA ROBERTSON","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198017202","0020","Licensed","VOLUNTEERS OF AMERICA, ABBOT HEAD START","5260 E. CLARK AVENUE","LYNWOOD","CA","90262","(818) 980-2287","NICOLE WILLIAMS","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013578","0030","Licensed","VOLUNTEERS OF AMERICA, AZTECA HEAD START","522 DANGLER AVENUE","LOS ANGELES","CA","90022","(323) 780-3770","ROKEYA RAHMAN","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198017200","0060","Licensed","VOLUNTEERS OF AMERICA, BRIGHT STARS HEAD START","3340 SANBORN AVENUE","LYNWOOD","CA","90262","(818) 980-2287","MARIA ALVAREZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"198013573","0030","Licensed","VOLUNTEERS OF AMERICA, CENTRO AZTLAN HEAD START","1120 SOUTH MC DONNELL","LOS ANGELES","CA","90022","(323) 263-4605","REGINA RUIZ","L.A. DAY CARE-EAST (33)","(323) 981-3350"
"197418560","0060","Licensed","VOLUNTEERS OF AMERICA, CHESTER HEAD START","804 E. ROSECRANS AVENUE","COMPTON","CA","90221","(310) 933-0691","LOURDES MONTOYA","L.A. DAYCARE-NO.WEST (30)","(310) 337-4333"
