ServiceApprovalNumber,Provider Approval Number,Type of Care,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00000630,PR-00001129,Long Day Care,Goodstart Early Learning Drayton,Goodstart Early Learning Ltd,37 Rudd Street  ,DRAYTON,QLD,4350,07 4630 1355,,dra@goodstart.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,58,7/2/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/drayton/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $84.00, 13 months - 24 months: $83.00, 25 months - 6 years: $76.30""",7.00am - 6.00pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-00001559,PR-00001129,Long Day Care,Goodstart Early Learning Harristown ,Goodstart Early Learning Ltd,30 Warwick Street  ,HARRISTOWN,QLD,4350,07 4635 1883,07 4635 1774,htn@goodstart.org.au,  This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,138,6/1/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/harristown/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $81.30, 13 months - 24 months: $78.20, 25 months - 35 months: $75.20, 36 months - 6 years: $74.10""",6.30am - 6.30pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-00000670,PR-00001129,Long Day Care,Goodstart Early Learning Middle Ridge,Goodstart Early Learning Ltd,Cnr Ramsay & Spring Streets  ,TOOWOOMBA,QLD,4350,07 4635 5700,,chd@goodstart.org.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:15pm to 5:15pm when it is 83 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,2/10/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/middle-ridge/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $84.90, 13 months - 24 months: $82.90, 25 months - 35 months: $76.20, 36 Months - 6 years: $76.20""",7.00am - 6.00pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-00000240,PR-00001129,Long Day Care,Goodstart Early Learning Toowoomba - Bridge Street,Goodstart Early Learning Ltd,223 Bridge Street  ,TOOWOOMBA,QLD,4350,07 4632 0920,07 4638 5880,tno@goodstart.org.au, The service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017. The service is approved to provide a rest period from 12:15pm to 2:15pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,64,6/10/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/toowoomba-bridge-street/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $80.60, 13 months - 24 months: $79.50, 25 months - 35 months: $75.90, 36 months - 6 years: $75.90""",6.30am - 6.00pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-00001608,PR-00001129,Long Day Care,Goodstart Early Learning Toowoomba - Glenvale Road,Goodstart Early Learning Ltd,35 Glenvale Road  ,TOOWOOMBA,QLD,4350,07 4634 3135,,gum@goodstart.org.au,  This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123(1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,12/22/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/toowoomba-glenvale-road/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $83.20, 13 months - 24 months: $80.00, 25 months - 6 years: $75.50""",6.30am - 6.30pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-00000531,PR-00001129,Long Day Care,Goodstart Early Learning Toowoomba - Healy Street,Goodstart Early Learning Ltd,8 Healy Street  ,TOOWOOMBA,QLD,4350,07 4636 4944,4636 4944,tct@goodstart.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123 910 (a) until 31 December 2017. The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,12/23/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.goodstart.org.au/centres/toowoomba-healy-street/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $83.70, 13 months - 24 months: $82.60, 25 months - 35 months: $77.60, 36 months - 6 years: $73.40""",6.30am - 6.30pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-00000378,PR-00001129,Long Day Care,Goodstart Early Learning Toowoomba - Spring Street,Goodstart Early Learning Ltd,332 Spring Street  ,TOOWOOMBA,QLD,4350,07 4636 2383,,sps@goodstart.org.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123 910 (a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,68,12/22/14,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.goodstart.org.au/centres/toowoomba-spring-street/overview,"""ages 6 weeks to 6 years""","""6 weeks - 12 months: $86.00, 13 months - 24 months: $84.90, 36 months - 6 years: $78.30""",6.30am - 6.30pm,T,,,,T,F,,,F,,,,,,,,,,,,
SE-40000644,PR-00000865,Outside Hours Care,Hall-Thorpe Sports OSHC - Fairview Heights,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,75 McDougall St  ,TOOWOOMBA,QLD,4350,746592888,746592800,admin@hallthorpesports.com.au, The service is approved to provide education and care to children after school only,80,4/25/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.hallthorpesports.com.au/after-school-care/fairview-heights-primary/,"""ages 4 years to 12 years""",,2.45pm - 6.00pm,T,,,,,F,,,T,,,,,,,,,,,,
SE-40000404,PR-00000865,Outside Hours Care,Hall-Thorpe Sports OSHC - Rockville State School,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,Rockville State School 3 Holberton St  ,TOOWOOMBA,QLD,4350,746592333,746592300,admin@hallthorpesports.com.au, The service is approved to provide education and care to children after school only.,45,3/19/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.hallthorpesports.com.au/after-school-care/rockville-primary/,"""ages 4 years to 12 years""",,,T,,,,,F,,,T,,,,,,,,,,,,
SE-00002055,PR-00000865,Outside Hours Care,Hall-Thorpe Sports OSHC - St Saviour's Primary,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,Lawrence Street  ,TOOWOOMBA,QLD,4350,07 4638 7965,07 4638 7585,admin@hallthorpesports.com.au, This service may provide education and care after school and during school holidays only.,108,7/31/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.hallthorpesports.com.au/after-school-care/st-saviours-primary/,"""ages 4 years to 12 years""","""ASC: $18.75""",2.45pm - 6.00pm,T,,,,,F,,,T,,,,,,,,,,,,
SE-00002044,PR-00000865,Outside Hours Care,Hall-Thorpe Sports OSHC - St Thomas More's,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,152 South Street  ,TOOWOOMBA,QLD,4350,07 4638 7965,,admin@hallthorpesports.com.au, This service may provide education and care after school only.,47,7/31/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.hallthorpesports.com.au/after-school-care/st-thomas-mores/,"""ages 4 years to 12 years""","""ASC: $18.75""",2.45pm - 6.00pm,T,,,,,F,,,T,,,,,,,,,,,,
SE-00002304,PR-00000865,Outside Hours Care,Hall-Thorpe Sports OSHC Our Lady Of Lourdes Primary,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,2 Ascot Street  ,TOOWOOMBA,QLD,4350,07 4638 7965,07 4638 7585,admin@hallthorpesports.com.au, This service may provide education and care after school only.,50,8/3/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.hallthorpesports.com.au/after-school-care/our-lady-of-lourdes-primary/,"""ages 4 years to 12 years""","""ASC: $18.75""",2.45pm - 6.00pm,T,,,,,F,,,T,,,,,,,,,,,,
SE-00002006,PR-00000865,Outside Hours Care,Hall-Thorpe Sports Sacred Heart,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,263 Tor Street  ,TOOWOOMBA,QLD,4350,4638 7965,,admin@hallthorpesports.com.au, This service may provide education and care before and after school only.,60,1/31/14,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.hallthorpesports.com.au/after-school-care/sacred-heart-primary/,"""ages 4 years to 12 years""","""ASC: $18.75""",2.30pm - 6.00pm,T,,,,,F,,,T,,,,,,,,,,,,
SE-40000121,PR-00000865,Outside Hours Care,Hall-Thorpe Sports Vacation Care and OSHC - St Marys,Hall-Thorpe Sports Pty Ltd as Trustee for Hall-Thorpe Family Trust,Clive Berghofer Arena and St Marys College  129 West Street,TOOWOOMBA,QLD,4350,746387965,,admin@hallthorpesports.com.au, This service is approved to provide education and care to 150 children for during school holidays at 227-235 Herries Street Toowoomba QLD 4350 (St Mary's College). This service is approved to provide education and care to 38 children for after school care at 129 West Street Toowoomba QLD 4350 (St Mary's College).,150,10/23/16,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.hallthorpesports.com.au/after-school-care/st-marys-college/,"""ages 4 years to 12 years""","""ASC: $19.50""",2.45pm - 6.00pm,T,,,,,F,,,T,,,,,,,,,,,,
SE-00002175,PR-00002530,Outside Hours Care,Holy Name Toowoomba OSHC - Extend,Extend Australia Pty Ltd,188 Bridge Street  ,TOOWOOMBA,QLD,4350,1300 366 437,03 9818 4532,hnpsextend@gmail.com, This service may provide education and care after school and during school holidays only.,30,4/22/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.hntwb.catholic.edu.au/documents/oshc.html,"""ages 4 years to 12 years""","""ASC: $19.80""",3.00pm - 6.00pm,F,,,,,F,,,T,,,,,,,,,,,,
SE-00000650,PR-00001050,Long Day Care,Imagine For Children South,Moore Investments (Qld) Pty Ltd,855 Ruthven Street  ,TOOWOOMBA,QLD,4350,07 4635 2990,07 4635 2490,imaginesouth@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,130,5/31/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.imagineforchildren.com.au/,"""ages 6 weeks to 4 years""","""6 weeks - 12 months: $77.00, 13 months - 24 months: $77.00, 25 months - 35 months: $77.00, 36 months - 4 years: $74.00""",6.30am - 6.00pm,T,T,,T,,F,,,T,,,,,,,,,,,,
SE-00001621,PR-00000354,Long Day Care,Kate's Place Early Childhood Centre -  City,Kate's Place Day Care Centre Pty Ltd,260 Margaret Street  ,TOOWOOMBA,QLD,4350,07 4659 9212,,linda@katesplace.com.au, This service is approved to exceed the approved number of places during the period from  between the hours of 3:00pm and 5:00pm on Monday to Friday when it is 132 children. This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123 910 (a) until 31 December 2017 This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday . This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,127,1/14/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.katesplace.com.au/home/,"""ages 6 weeks to 5 years""",,6.30am - 6.30pm,T,T,,,,,,,,,,,,,,,,,,,
SE-00000603,PR-00000354,Long Day Care,Kate's Place Early Childhood Centre - Middle Ridge,Kate's Place Day Care Centre Pty Ltd,206 Ramsay Street  ,TOOWOOMBA,QLD,4350,07 4636 1554,46361550,linda@katesplace.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,5/10/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.katesplace.com.au/home/,"""ages 6 weeks to 5 years""",,6.30am - 6.30pm,T,T,,,,,,,,,,,,,,,,,,,
SE-00000433,PR-00000354,Long Day Care,Kate's Place Early Childhood Centre - Newtown,Kate's Place Day Care Centre Pty Ltd,255 Herries Street  ,TOOWOOMBA,QLD,4350,07 4632 0026,07 4639 5009,linda@katesplace.com.au, This service is approved to exceed the approved number of places during the period from Monday to Friday between the hours of 3:00pm to 5:00pm when it is 80 children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,9/8/13,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.katesplace.com.au/home/,"""ages 6 weeks to 5 years""","""6 weeks - 30 months: $76.83, 31 months - 5 years: $70.93""",6.30am - 6.30pm,T,T,,,,,,,,,,,,,,,,,,,
SE-40000420,PR-00000354,Long Day Care,Kates Place Early Education Child Care Centre (Wilsonton Heights),Kate's Place Day Care Centre Pty Ltd,26 High Court Dr  ,WILSONTON HEIGHTS,QLD,4350,746337470,,wilsonton@katesplace.com.au, It is a condition of this service approval that the nursery room can only cater for children from birth to 15 months.,75,4/27/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.katesplace.com.au/home/,"""ages 6 weeks to 5 years""",,6.30am - 6.30pm,T,T,,,,,,,,,,,,,,,,,,,
SE-40001323,PR-00000426,Long Day Care,Kath Dickson Education and Care Centre,Kath Dickson Family Centre Association Inc,44 Gladstone St  ,TOOWOOMBA,QLD,4350,746325284,746389796,gladstonecc@kdfc.com.au,,44,12/21/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.kdfc.com.au/,"""ages 6 weeks to 6 years""",,7.00am - 6.00pm,,,,,,,,,,,,,,,,,,,,,
SE-00000832,PR-00000426,Family Day Care,Kath Dickson Family Day Care - Metropolitan Home Based Services,Kath Dickson Family Centre Association Inc,2 Lawrence Street  ,Toowoomba,QLD,4350,07 46338400,4639 2624,jschuller@kdfc.com.au,,0,11/20/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.kdfc.com.au/,"""ages 6 weeks to 6 years""","""6 weeks - 6 years: $6.00 - $9.00 per hour*""",12.00am - 11.59pm,F,,,,,,,,,,,,,,,,,,,,
SE-00002164,PR-00000426,Family Day Care,Kath Dickson Family Day Care - Regional Home Based Services,Kath Dickson Family Centre Association Inc,2 Lawrence Street  ,TOOWOOMBA,QLD,4350,4633 8400,4639 2624,jschuller@kdfc.com.au,,0,11/29/15,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.kdfc.com.au/,"""ages 6 weeks to 6 years""","""6 weeks - 6 years: $5.60 - $10.00 per hour*""",12.00am - 11.59pm,F,,,,,,,,,,,,,,,,,,,,
SE-00002237,PR-00001039,Short Day Care,Kulila Indigenous Kindergarten,Kulila Kindergarten Association Incorporated,1 Corner Mort and Taylor Street   ,TOOWOOMBA,QLD,4350,409012816,07 4638 2822,kulilakindergarten@gmail.com,,24,10/13/13,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.candk.asn.au/kulila,"""ages 3.5 years to 4.5 years""",,,,,,,,,,,,,,,,,,,,,,,
SE-00000432,PR-00001057,Long Day Care,Lead Childcare - Toowoomba 1,Leading Child Care Pty Ltd,512 Bridge Street  ,TOOWOOMBA WEST,QLD,4350,4633 4455,,toowoomba1@leadchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,8/5/14,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.leadchildcare.com.au/centre/toowoomba-1/,"""ages 6 weeks to 4 years""","""6 weeks - 25 months: $78.00, 26 months - 4 years: $75.00""",6.30am - 6.30pm,F,T,,,,F,,,F,,,,,,,,,,,,
SE-00013937,PR-00001057,Long Day Care,Lead Childcare - Toowoomba 2,Leading Child Care Pty Ltd,512 Bridge Street  ,TOOWOOMBA WEST,QLD,4350,07 4634 2242,,toowoomba2@leadchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age. This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from 15 months up to and including school children.  This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,6/23/16,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.leadchildcare.com.au/centre/toowoomba-2/,"""ages 36 months to 4 years""","""36 months - 4 years: $71.00""",6.30am - 6.30pm,F,T,,,,F,,,F,,,,,,,,,,,,
SE-00013939,PR-00001057,Long Day Care,Lead Childcare - Toowoomba 3,Leading Child Care Pty Ltd,512 Bridge Street  ,TOOWOOMBA WEST,QLD,4350,074633 3674,,toowoomba3@leadchildcare.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,1/2/16,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.leadchildcare.com.au/centre/toowoomba-3/,"""ages 6 weeks to 4 years""","""6 weeks - 25 months: $78.00, 26 months - 4 years: $75.00""",6.30am - 6.30pm,F,T,,,,F,,,F,,,,,,,,,,,,
SE-00000375,PR-00007771,Long Day Care,Leaps & Bounds Child Care Centre,Abeona Investments Pty Ltd ATF Abeona Trust ,10 Moran Street  ,TOOWOOMBA,QLD,4350,07 4634 1024,4634 1024,sarah@leaps.com.au, This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. The service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,63,8/2/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,,"""ages 15 months to 5 years""","""15 months - 5 years: $72.00""",6.45am - 6.15pm,,,,,,,,,,,,,,,,,,,,,
SE-00002354,PR-00000693,Out of Hours Care*,Lifeworks OSHC,The Uniting Church in Australia Property Trust (Q.),202 Russell Street  ,TOOWOOMBA,QLD,4350,46 391 221,,lifeworks.oshc@gmail.com,,45,4/28/15,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.lifeworkstoowoomba.com/?page_id=111,"""ages 4 years to 12 years""","""ASC: $19.00""",3.00pm - 6.00pm,,,,,,F,,,F,,,,,,,,,,,,
SE-00001977,PR-00000900,Short Day Care,Little Miracles Community Kindergarten Inc,Little Miracles Community Kindergarten Inc ,1 - 3 Goodwood Street  ,TOOWOOMBA,QLD,4350,07 46337 929,07 46337 922,little.miracles@bigpond.com,,48,3/22/15,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,Provisional – Not yet assessed,http://www.littlemiracleskindy.org.au/,"""ages 3.5 years to 4.5 years"" ","""3.5 years - 4.5 years: $24.20""",8.37am - 2.45pm,F,,,,,F,,,F,,,,,,,,,,,,
SE-40000770,PR-00008116,Short Day Care,Maridahdi Early Childhood Community,Maridahdi Early Childhood Community Kindergarten Inc,3-7 Bowtell St  ,TOOWOOMBA,QLD,4350,746351413,746351116,admin@maridahdi.qld.edu.au,,25,4/27/17,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,Provisional – Not Yet Assessed,http://www.maridahdi.qld.edu.au/,"""ages 3.5 years to 4.5 years"" ","""3.5 years - 4.5 years: $26.00""",,,,,,,T,$15,F,F,,,,,,,,,,,,
SE-00001971,PR-00000697,Short Day Care,Martin Luther Community Kindergarten,Lutheran Church of Australia Queensland District,402 Hume Street  ,TOOWOOMBA,QLD,4350,07 4613 5610,,martinluther.kgt@qlecs.org.au,,22,4/1/15,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.qlecs.org.au/index.php?ref=MTk1NA,"""ages 3.5 years to 4.5 years"" ","""3.5 years - 4.5 years: $795 per term*""",8.00am - 3.30pm,,,,,,F,,,F,,,,,,,,,,,,
SE-00001217,PR-00000697,Outside of Hours Care*,Martin Luther Outside School Hours Care,Lutheran Church of Australia Queensland District,402 Hume Street  ,TOOWOOMBA,QLD,4350,07 4635 0436, 07 46135 663,martinluther.oshc@qlecs.org.au, This service may provide education and care after school and during school holidays only.,45,4/1/15,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Working Towards NQS,http://www.qlecs.org.au/index.php?ref=MTkyOA==,"""ages 4 years to 12 years""","""ASC: $18.00, VC: $40.00""","""3.10pm - 6.00pm, 7.30am - 6.00pm""",,,,,,F,,,F,,,,,,,,,,,,
