ServiceApprovalNumber,ProviderApprovalNumber,Type of Care,ServiceName,Provider Legal Name,Service Address,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions,Number of Approved Places,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,Website,Age Range,Fees,Opening Hours,Food Provided,Disposable Nappies,Cloth Nappies,Air conditioning,Bus service,Online waitlist,Waitlist Fee,Waitlist refundable,Online enrollment,Security Access,Additional Activities Included,Excursions,Guest Speakers,Outdoor Play Area,Amount of Land,Real Grass,Technology,Sibling Priority,Vacancies,Languages,Vaccinations Compulsory
SE-00001759,PR-00000659,OSHC,PCYC Mt Gravatt School Age Care,Queensland Police-Citizens Youth Welfare Association ,Mt Gravatt State School  1263 Logan Road,MOUNT GRAVATT,QLD,4122,07 3849 8233,07 3864 3691,jennifer.mcdonald@pcyc.org.au,,60,10/18/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://pcyc.org.au/School-Age-Care/Mt-Gravatt.aspx,5 - 12 years,"""BSC: $13.00, ASC: $17.00, VC: $40.00 + $20.00 membership fee""","""BSC: 7:00 - 9:00am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,T,,,,,,,,,,,,,,,
SE-00000068,PR-00000045,Child care,Peter Pan Child Care Centre,Brian Hilton Crane & Maria Frances Crane,15 Shire Road  ,MOUNT GRAVATT,QLD,4122,07 3349 4022,07 3273 3052,peterpanchildcare@bigpond.com,,35,2/22/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,2 - 6 years,,7:00am - 6:00pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000067,PR-00001228,Child care,Pine Mountain Road Child Care ,Graham Tew & Lee Watt ATF the Tewatt Investment Trust,289 Pine Mountain Road  ,MOUNT GRAVATT,QLD,4122,07 3349 4609,07 3349 6899,pmrccc@bigpond.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,180,8/1/11,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,http://www.pmrccc.com.au,6 weeks -  5 years,"""6 weeks - 5 years: $82.00 - $74.00""",6:30am - 6:30pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000537,PR-00000197,Child care,Scallywags Child Care,Scallywags Child Care Pty Ltd,53 Klumpp Road  ,UPPER MOUNT GRAVATT,QLD,4122,07 3349 2833,,admin@scallywagsccc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,58,6/1/10,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,http://www.scallywagsccc.com.au,6 weeks - 6 years,"""6 weeks - 2 years: $82.00, 2 - 5 years: $73.00""",7:00am - 6:00pm,F,F,F,,,T,,,,,,,,,,,,,,,
SE-00000896,PR-00000702,OSHC,St Agnes Outside School Hours Care,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,29 Tudor Street  ,MOUNT GRAVATT,QLD,4122,07 3343 1334,07 3343 7590,mtgravattoshc@bne.centacare.net.au,,100,7/1/11,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,,5 - 12 years,"""BSC: $12.00, ASC: $17.00, VC: $36.00""","""BSC: 7:00 - 8:30am, ASC: 3:15 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00001002,PR-00000702,OSHC,St Bernard's Outside School Hours Care,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,1823 Logan Road  ,UPPER MOUNT GRAVATT,QLD,4122,07 3849 7142,07 3849 7142,uppermtgravattoshc@bne.centacare.net.au,,110,7/1/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.stbernards.qld.edu.au/parent-space/outside-school-hours-care,5 - 12 years,"""BSC: $10.50, ASC: $15.00, VC: $36.50""","""BSC: 7:00 - 8:40am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00000910,PR-00000702,OSHC,St Catherines Outside School Hours Care,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,388 Newnham Road  ,UPPER MOUNT GRAVATT,QLD,4122,07 3349 3938,,wishartoshc@bne.centacare.net.au,,90,7/1/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,http://www.stcatherinescps.qld.edu.au/parents/oshc.htm,5 - 12 years,"""BSC: $12.00, ASC: $17.00, VC: $38.00""","""BSC: 7:00 - 9:00, ASC: 2:45 - 6:00pm, VC: 7:00am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00000065,PR-00000697,Child care,St Mark's Lutheran Early Learning Centre,Lutheran Church of Australia Queensland District,Burcote St  ,MOUNT GRAVATT,QLD,4122,07 3349 4576,3349 4701,stmarkselc@internode.on.net, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,75,10/29/09,Exceeding NQS,Exceeding NQS,Working Towards NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,http://stmarkselc.org.au/about-us/the-story-of-st-marks/,6 weeks - 5 years,,7:00am - 5:45pm,T,F,F,T,F,F,,,,,,,,,,,,,,,
SE-00002230,PR-00007769,Child care,Sunrise Kids Early Education And Care,Sunrise Kids Pty Ltd ATF Kudos Kids Green Trust,MacGregor Street  ,UPPER MOUNT GRAVATT,QLD,4122,3343 8021,,admin@sunrisekids.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017.,56,8/4/10,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,http://www.sunrisekids.com.au/,6 weeks - 5 years,"""6 weeks - 2 years: $95.00, 15 months - 3 years: $93.00, 3 - 5 years: $87.00""",6:30am - 6:30pm,T,T,F,,,F,,,,,,,,,,,,,,,
SE-00001496,PR-00000495,School hours care,Upper Mt Gravatt Kindergarten,Upper Mt Gravatt Kindergarten Association Inc,1873 Logan Road  ,UPPER MOUNT GRAVATT,QLD,4122,07 3349 7604,3349 0188,umgkindy@bigpond.net.au,,50,6/10/10,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,http://www.candk.asn.au/uppermountgravatt,3.5 - 4.5 years,"""3.5 - 4.5 years: $59.50""",8:30am - 2:40pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000897,PR-00000879,OSHC,Wishart Community Outside School Hours Care,Wishart Community Outside School Hours Care Inc,Morella Street  ,WISHART,QLD,4122,07 3849 6102,07 3849 0500,wcoshcad@bigpond.net.au,,160,11/7/11,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,https://wishartss.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,5 - 12 years,"""BSC: $7.00, ASC: $13.50, VC: $33.50""","""BSC: 7:00 - 8:45am, ASC: 3:00 - 6:00pm, VC: 7:00am - 6:00pm""",T,F,F,,,F,,,,,,,,,,,,,,,
SE-00001074,PR-00000533,OSHC,YMCA Upper Mt Gravatt Outside School Hours Care,The Young Men's Christian Association of Brisbane,1899 Logan Road  ,UPPER MOUNT GRAVATT,QLD,4122,3343 8244,33571005,aug@ymca.org.au, The maximum number of children able to be provided with education and care after school is 59 The maximum number of children able to be provided with education and care before school is 45 The maximum number of children able to be provided with education and care during school holidays is 59,59,5/19/09,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,http://www.ymcachildcare.com.au/ymca-ohsc-services/brisbane-south-oshc/upper-mt-gravatt-oshc,5 - 12 years,"""BSC: $12.50, ASC: $17.50, VC: $43.00""","""BSC: 6:30 - 9:00am, ASC: 2:30 - 6:00pm, VC: 6:30am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00002314,PR-00008029,School hours care,C&K Rochedale South Community Kindergarten,The Creche and Kindergarten Association Limited,19 Wendron Street  ,ROCHEDALE SOUTH,QLD,4123,07 3552 5333,07 3556 7976,rochedale@candk.asn.au,,48,2/14/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.candk.asn.au/rochedalesouth,3.5 - 4.5 years,"""3.5 - 4.5 years: $29.12 per day + $100.00 enrolment fee""",8:30am - 2:40pm,F,F,F,,,T,,,,,,,,,,,,,,,
SE-00000798,PR-00000353,Child care,East Logan Family Day Care,Rochedale Community Centre Inc,Rochedale Community Centre  Cnr Sunningdale Ave & Fiona St,ROCHEDALE SOUTH,QLD,4123,07 3341 4714,07 3341 4747,rochedalecomm@optusnet.com.au,,0,6/17/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks - 5 years,"""6 weeks - 5 years: $5.15 - $7.00 per hour, 6 - 14 years BSC: $5.15 - $7.00, 6 - 14 years ASC: $5.15 - $7.00, 6 - 14 years VC: $15.00""",,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000185,PR-00000066,Child care,Parfrey Road Early Childhood Education and Care Centre,Miengrove Pty Ltd,190 Parfrey Road  ,ROCHEDALE SOUTH,QLD,4123,07 3841 1527,,parfreyroadearlyed@bigpond.com, This service is not required to comply with P3 (c) and P5 (e) of SP5.4: Child Care Centres of the Queensland Development Code (publication date 1 September 2003). This service is approved to provide a rest period from 12:30pm to 2:30pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,65,2/1/10,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,http://www.earlybirds.net.au/index.php?page=parfrey,2 - 5 years,"""2 - 5 years: $70.00""",6:30am - 6:00pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00001974,PR-00000697,OSHC,Redeemer Lutheran College OSHC,Lutheran Church of Australia Queensland District,745 Rochedale Road  ,ROCHEDALE,QLD,4123,3340 8899,3340 8800,oshc@redeemer.com.au,,59,2/28/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.redeemer.com.au/our-college/oshc,5 - 12 years,"""BSC: $13.00, ASC: $17.00, VC: $42.00""","""BSC: 6:30 - 8:30am, ASC: 2:45 - 6:00pm, VC: 6:30am - 6:00pm""",F,F,F,,,F,,,,,,,,,,,,,,,
SE-00002219,PR-00001073,Child care,Rochedale Christian Children's Centre,Rochedale Christian Children's Centre Pty Ltd,19 Beverley Avenue  ,ROCHEDALE SOUTH,QLD,4123,07 3341 4822,07 3341 4922,info@rochedaleccc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 monthsÂ up to and including over preschool age not including school children,90,12/24/10,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,http://www.christianchildcare.com.au/,6 weeks -  5 years,"""6 weeks - 15 months: $79.00, 15 - 30 months: $74.00, 2 - 3 years: $73.00, 3 - 4 years: $72.00, 4 - 5 years: $71.00""",6:30am - 6:00pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000186,PR-00000353,Child care,Rochedale Community Child Care Centre,Rochedale Community Centre Inc,38 Sunningdale Ave  ,ROCHEDALE,QLD,4123,07 3341 0440,07 3341 4747,rochedalecomm@optusnet.com.au,,44,5/12/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks - 5 years,"""6 weeks - 2 years: $68.00, 2 - 5 years: $65.00""",7:00am - 6:00pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000601,PR-00000720,Child care,Rochedale Early Childhood Centre & Preschool,Rochedale Early Childhood Centre & Preschool Pty Ltd,991 Rochedale Road  ,ROCHEDALE,QLD,4123,07 3841 5544,07 3841 5427,recc@ftpecc.com.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,8/28/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,6 weeks -  5 years,"""6 weeks - 2 years: $72.00, 2 - 5 years: $68.00""",7:00am - 6:00pm,F,F,F,,F,F,,,,,,,,,,,,,,,
SE-00000901,PR-00000579,OSHC,Rochedale Outside School Hours Care Association (Roshca),Rochedale State School Parents  & Citizens Association,Rochedale State School  694 Rochedale Road,ROCHEDALE,QLD,4123,07 3841 1943,,roshca7@hotmail.com,,200,12/20/09,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.rochedalesspandc.com.au/roshca-after-school-care/,5 - 12 years,"""BSC: $11.00, ASC: $14.00, VC: $35.00""","""BSC: 6:30 - 8:30am, ASC: 3:00 - 6:00pm, VC: 6:30am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-40000761,PR-40000517,Child care,Shajarah Islamic Kindergarten,Basheer International Pty Ltd,2 Rothon Drive  ,ROCHEDALE SOUTH,QLD,4123,449268375,,basheer_intl@hotmail.com,,24,10/29/12,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,,3 - 5 years,"""3 - 5 years: $70.00""",6:00am - 6:00pm,"""Morning tea, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00001053,PR-00000702,OSHC,St Peter's Outside School Hours Care,The Corporation of the Trustees of the Roman Catholic Archdiocese of Brisbane Operating Through Centacare Child Care Services ,955 Rochedale Road  ,ROCHEDALE,QLD,4123,32197672,07 3341 1809,rochedaleoshc@bne.centacare.net.au,,100,7/1/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.stpetersrochedale.qld.edu.au/documents/oshc.html,5 - 12 years,"""BSC: $18.50, ASC: $18.50, VC: $40.00""","""BSC: 6:30 - 8:30am, ASC: 3:00 - 6:00pm, VC: 6:30am - 6:00pm""",T,F,F,,,F,,,,,,,,,,,,,,,
SE-00000989,PR-00000533,OSHC,YMCA Rochedale South Outside School Hours Care,The Young Men's Christian Association of Brisbane,Rochedale South State School  Wendron Street,ROCHEDALE SOUTH,QLD,4123,07 3841 6613,,manager.oshc@ymca.org.au,,59,2/13/09,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,http://www.ymcachildcare.com.au/ymca-ohsc-services/brisbane-south-oshc/rochedale-south-oshc,5 - 12 years,"""BSC: $12.50, ASC: $17.50, VC: $43.00""","""BSC: 6:30 - 9:00am, ASC: 2:30 - 6:00pm, VC: 6:30am - 6:00pm""","""Breakfast, morning tea, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00001038,PR-00000774,OSHC,Boronia Heights State School Outside School Hours Care,Boronia Heights State School P & C Association,194 Middle Road  ,BORONIA HEIGHTS,QLD,4124,07 3800 2637,07 3800 2637,boronia.oshc@hotmail.com,,100,6/15/09,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,https://boroheigss.eq.edu.au/facilities/outofschoolhourscare/Pages/Outofschoolhourscare.aspx,5 - 12 years,"""BSC: $10.00, ASC: $12.00, VC: $35.00""","""BSC: 6:00 - 8:45am, ASC: 3:00 - 6:00pm, VC: 6:00am - 6:00pm""","""Breakfast, afternoon tea""",F,F,,,F,,,,,,,,,,,,,,,
SE-00001364,PR-00008029,School hours care,C&K Greenbank Community Kindergarten,The Creche and Kindergarten Association Limited,151 Teviot Road  ,GREENBANK,QLD,4124,07 3297 5467,07 3297 5467,greenbank@candk.asn.au,,25,5/17/10,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.candk.asn.au/greenbank,3.5 - 4.5 years,"""3.5 - 4.5 years: $27.00""",8:30am - 2:30pm,F,F,F,,,T,,,,,,,,,,,,,,,
SE-00000484,PR-00001129,Child care,Goodstart Early Learning Boronia Heights - Fedrick Street,Goodstart Early Learning Ltd,50 Fedrick Street  ,BORONIA HEIGHTS,QLD,4124,07 3800 5037,,zad@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,74,11/30/11,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.goodstart.org.au/centres/boronia-heights-fedrick-street/overview,6 weeks - 5 years,"""6 weeks - 5 years: $78.20 - $75.60""",6:00am - 6:00pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00000302,PR-00001129,Child care,Goodstart Early Learning Boronia Heights - Mackellar Drive,Goodstart Early Learning Ltd,118 Mackellar Drive  ,BORONIA HEIGHTS,QLD,4124,07 3800 8918,,kdi@goodstart.org.au, This service is approved to provide education and care to children from children from 15 months up to and including school children This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,64,11/30/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.goodstart.org.au/centres/boronia-heights-mackellar-drive/overview,2.5 - 5 years,"""2.5 - 5 years: $68.80 - $69.30""",6:30am - 6:30pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00001695,PR-00001129,Child care,Goodstart Early Learning Boronia Heights - Middle Road ,Goodstart Early Learning Ltd,333 Middle Road  ,BORONIA HEIGHTS,QLD,4124,07 3809 3233,,bhw@goodstart.org.au, This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,119,11/30/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.goodstart.org.au/centres/boronia-heights-middle-road/overview,6 weeks - 5 years,,6:30am - 6:30pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00001582,PR-00000801,OSHC,Gumnut House School Age Care Program,Greenbank State School Parents & Citizens Assoc,Greenbank State School  24-36 Goodna Road,GREENBANK,QLD,4124,07 3297 7450,07 3380 3200,gumnuthouse@bigpond.com, An approved alternative solution relating to Performance Criteria P18 Accessibility within SP 5.4 Child Care Centres of the Queensland Development Code (with a publication date of 16 November 2007) applies to this service.  ,165,8/30/11,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,https://greenbankss.eq.edu.au/Facilities/Outofschoolhourscare/Pages/Outofschoolhourscare.aspx,5 - 12 years,"""BSC: $12.00, ASC: $15.00, VC: $33.00""","""BSC: 6:30 - 9:00am, ASC: 3:00 - 6:00pm, VC: 6:30am - 6:00pm""",T,F,F,,,F,,,,,,,,,,,,,,,
SE-00000177,PR-00001113,Child care,Kids Clubhouse Learn & Play Centre - Boronia Heights,Gregory N Kopp & Ann J Kinsella,4 Fedrick Street  ,BORONIA HEIGHTS,QLD,4124,0417 794 148,07 5546 3641,ajk1313@hotmail.com, This service is approved to provide education and care to children from children from 15 months up to and including school children This service is not required to comply with P3 (c) and P5 (e) of SP5.4: Child Care Centres of the Queensland Development Code (publication date 1 September 2003). ,60,7/10/11,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,Provisional â€“ Not Yet Assessed,,15 months - 5 years,"""15 months - 3 years: $62.00, 3 - 5 years: $59.00""",6:00am - 6:00pm,F,T,F,,,F,,,,,,,,,,,,,,,
SE-00002188,PR-00001040,Child care,Little Heroes Child Care Centre - Greenbank,Specialized Lending Services Pty Ltd ATF Greenbank Unit Trust,Lot 4 Pub Lane  ,GREENBANK,QLD,4124,07 3397 7733,07 3297 7744,greenbank@littleheroes.net.au, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,75,4/6/09,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.littleheroes.net.au/,6 weeks - 6 years,"""6 weeks - 6 years: $85.00 - $77.00""",6:30am - 6:30pm,F,F,F,,,F,,,,,,,,,,,,,,,
SE-00000460,PR-40000638,Child care,Parklands Drive Early Childhood and Preschool Centre,Parklands Drive Early Education & Kindergarten Pty Ltd ATF Moudgil Family Trust,88 Parklands Drive  ,BORONIA HEIGHTS,QLD,4124,07 3800 7377,07 3800 7388,parklands88@bigpond.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide education and care to children from children from 15 months up to and including school children,74,7/11/11,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,Provisional â€“ Not yet assessed,http://www.parklands-kids.com.au/,15 months - 5 years,"""15 months - 5 years: $73.00 - $71.00""",6:30am - 6:30pm,T,F,F,,,F,,,,,,,,,,,,,,,
SE-00000500,PR-00000061,"Child care, OSHC",Aussie Adventures Educational Centres,Dinal Pty Ltd,161 Park Ridge Road  ,PARK RIDGE,QLD,4125,07 3803 3155,3803 3138,dinal.pty.ltd@hotmail.com, This service is approved to continue to use an educator to child ratio of 1:5 for children from 15 months to 24 months of age.Â  This ratio applies for children from 15 months of age in place of regulation 123 (1)(a) until 31 December 2017. This service is approved to provide a rest period from 12:00pm to 2:00pm on Monday to Friday. This condition expires on 31 December 2019 (subject to the provisions of Regulation 310 (1)).,115,8/24/10,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,http://www.aussiechildcare.com.au/,6 weeks - 12 years,"""6 weeks - 5 years: $78.00""",6:30 am - 6:00 pm,T,F,F,,,F,,,,,,,,,,,,,,,
